citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	dists16	dists17	dists18	dists19	dists20	dists21	dists22	dists23	dists24	dists25	dists26	dists27	dists28	dists29	dists30	dists31	dists32	dists33	dists34	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	times16	times17	times18	times19	times20	times21	times22	times23	times24	times25	times26	times27	times28	times29	times30	times31	times32	times33	times34	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	region16	region17	region18	region19	region20	region21	region22	region23	region24	region25	region26	region27	region28	region29	region30	region31	region32	region33	region34	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15	country16	country17	country18	country19	country20	country21	country22	country23	country24	country25	country26	country27	country28	country29	country30	country31	country32	country33	country34
Tulcán, Ecuador	291.1067804578618	82.38946128183211	8.158333333333339	0.2871072196158692	8	263.8252732524523	240.55895543793724	304.6596228115705	484.4010711410105	204.16219111344657	335.62506595249977	238.64102615405773	256.9810377999198																												7.666666666666675	8.266666666666673	8.33333333333334	8.33333333333334	8.400000000000006	8.433333333333339	7.700000000000008	8.13333333333334																												Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau																												Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																											
Ocaña, Colombia	289.07377724850545	164.47535928437532	8.23333333333334	0.43800896320948784	3	502.24624098150457	263.08742904872656	101.88766171528525																																	7.633333333333342	8.400000000000006	8.666666666666671																																	Aargau	Aargau	Aargau																																	Switzerland	Switzerland	Switzerland																																
Ibagué, Colombia	277.82434055128925	147.8748832093593	7.885185185185193	0.5522370020626884	9	243.12915377065028	381.6248531292801	611.4483120407634	394.0135353048975	205.4801217019973	153.43297951536346	225.21194258487188	153.29948913768033	132.77867777609953																											7.333333333333343	8.466666666666672	8.13333333333334	7.333333333333343	6.966666666666677	8.766666666666671	7.766666666666675	8.03333333333334	8.166666666666673																											New Jersey	California	California	California	California	California	California	California	Aargau																											United States	United States	United States	United States	United States	United States	United States	United States	Switzerland																										
San Felipe, Chile	276.4370299056212	75.16783794620774	8.158333333333339	0.252074724370902	4	361.5540997665264	336.6326843929796	228.0137970837267	179.54753837925216																																8.500000000000005	8.23333333333334	8.100000000000007	7.800000000000008																																California	Aargau	Aargau	Aargau																																United States	Switzerland	Switzerland	Switzerland																															
Punto Fijo, Venezuela	274.88856208255044	97.52954921463376	8.100000000000007	0.13944333775567877	4	336.7026663650974	355.42966047069467	109.88213255855706	297.5397889358525																																8.13333333333334	7.866666666666674	8.166666666666673	8.23333333333334																																Alberta	Aargau	Aargau	Aargau																																Canada	Switzerland	Switzerland	Switzerland																															
Los Teques, Venezuela	273.86846560617795	105.99508287351583	7.633333333333343	0.9482146967386156	5	199.72908724117454	480.90612694218925	200.25669041711987	262.0775068338902	226.37291659651598																															7.800000000000008	7.4333333333333425	5.933333333333348	8.633333333333338	8.366666666666672																															New South Wales	Michigan	Michigan	California	Aargau																															Australia	United States	United States	United States	Switzerland																														
Barinas, Venezuela	273.38183197406534	123.04045749812755	8.216666666666672	0.2833333333333323	2	396.42228947219286	150.34137447593776																																		7.933333333333341	8.500000000000005																																		New South Wales	Aargau																																		Australia	Switzerland																																	
Junín, Argentina	271.5839141884859	40.305022135727796	8.166666666666673	0.13333333333333286	2	231.27889205275812	311.8889363242137																																		8.03333333333334	8.300000000000006																																		Aargau	Aargau																																		Switzerland	Switzerland																																	
Portoviejo, Ecuador	268.0193307181052	384.6353080262774	8.251282051282057	0.3011701920005327	13	327.8348946829501	127.35227109480337	170.68636931062284	99.27485421934257	199.4558761078807	78.36053083332014	243.60521418790609	171.50159023606102	1579.936628351562	115.68332403980689	110.36959367631562	84.56151721756682	175.6286353772299																							8.500000000000005	8.166666666666673	8.23333333333334	8.13333333333334	7.700000000000008	8.833333333333337	8.733333333333338	7.933333333333341	8.23333333333334	8.100000000000007	8.466666666666672	8.200000000000006	8.03333333333334																							California	New South Wales	Aargau	Aargau	Aargau	Alberta	Alberta	Aargau	Saxony	Aargau	Aargau	Aargau	Aargau																							United States	Australia	Switzerland	Switzerland	Switzerland	Canada	Canada	Switzerland	Germany	Switzerland	Switzerland	Switzerland	Switzerland																						
Montería, Colombia	266.47675374626704	87.494460740725	7.920000000000007	0.777631732320066	5	172.06979251083231	255.6812116416128	253.78961509877564	220.21407046524672	430.6290790148676																															8.600000000000005	8.533333333333339	8.500000000000005	7.20000000000001	6.766666666666678																															California	Aargau	Aargau	England	England																															United States	Switzerland	Switzerland	United Kingdom	United Kingdom																														
Linares, Chile	265.8443185820965	168.73331546210483	7.388888888888897	1.2978139264371873	6	164.41806794554608	134.85440452576697	573.6540171577018	130.5443602389176	415.2392937506759	176.35576787397085																														8.433333333333339	8.100000000000007	8.400000000000006	7.966666666666674	4.833333333333352	6.600000000000012																														Aargau	California	Aargau	Aargau	England	England																														Switzerland	United States	Switzerland	Switzerland	United Kingdom	United Kingdom																													
Sangolquí, Ecuador	261.42515118431004	59.193230236966485	8.483333333333338	0.18333333333333268	2	202.23192094734355	320.6183814212765																																		8.300000000000006	8.666666666666671																																		Aargau	Aargau																																		Switzerland	Switzerland																																	
Tarma, Peru	256.5098673897913	168.79535205301102	8.32083333333334	0.1452368754827776	8	132.22048236550373	333.32925498383656	156.47183166872532	47.733225503507775	303.8286329892452	158.095301252752	630.6211782927526	289.77903206200716																												8.03333333333334	8.23333333333334	8.266666666666673	8.466666666666672	8.433333333333339	8.466666666666672	8.23333333333334	8.433333333333339																												California	California	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau																												United States	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																											
Barquisimeto, Venezuela	255.78942095182745	240.56566381128133	8.118518518518524	0.5006443036656516	9	739.8779177626614	591.7862839564604	191.53698995715868	70.66853819267435	356.9864060629986	134.97376498321873	150.15561169946082	33.059637975907265	33.059637975907265																											7.000000000000011	7.6000000000000085	8.200000000000006	8.433333333333339	7.9000000000000075	8.366666666666672	8.666666666666671	8.433333333333339	8.466666666666672																											Leinster	New York	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau																											Ireland	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																										
Quibdó, Colombia	254.55412659574813	40.275477697333244	8.366666666666672	0.09999999999999964	2	294.8296042930814	214.2786488984149																																		8.466666666666672	8.266666666666673																																		California	Aargau																																		United States	Switzerland																																	
Huancayo, Peru	253.71414772940517	96.13810288430955	7.523809523809533	1.731749669005238	7	273.1038964803848	112.29829361979775	393.3785125170737	349.93663660338564	213.97050111326774	291.5962589091805	141.7149348627461																													3.633333333333356	6.533333333333346	8.33333333333334	8.666666666666671	8.666666666666671	8.500000000000005	8.33333333333334																													Michigan	Michigan	New South Wales	California	California	Aargau	Aargau																													United States	United States	Australia	United States	United States	Switzerland	Switzerland																												
Kingstown, Saint Vincent And The Grenadines	253.41493365414206	142.59528537377813	7.311904761904771	0.8238611324324476	28	283.5799975470478	198.64447383185865	259.96455700688296	286.30212060569426	81.2870893961161	124.87558057923647	59.84531217678945	206.62362132664873	201.54857623879332	96.58412371516086	183.57075016458822	298.44468214676493	330.1816330748267	185.87487022016694	569.5134109109451	93.81901354713264	361.1895635047915	305.3067511938819	160.88238414985352	127.77566543682312	380.81384439024754	66.26992233188938	443.98544455148084	449.6456282626102	478.2999302079704	144.5030770550417	530.4112485225679	185.87487022016694								8.13333333333334	6.933333333333344	6.133333333333347	7.4333333333333425	5.566666666666682	8.000000000000007	7.866666666666674	6.466666666666679	6.2000000000000135	6.966666666666677	5.200000000000017	7.766666666666675	6.600000000000012	7.266666666666676	7.333333333333343	7.266666666666676	8.433333333333339	8.166666666666673	6.866666666666678	7.400000000000009	8.13333333333334	7.500000000000009	8.03333333333334	7.000000000000011	7.666666666666675	8.266666666666673	8.13333333333334	8.000000000000007								Unknown	Unknown	Unknown	New Jersey	New Jersey	New South Wales	New South Wales	Michigan	Michigan	New South Wales	Cordoba	California	Cordoba	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Saxony	Florida	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau								Unknown	Unknown	Unknown	United States	United States	Australia	Australia	United States	United States	Australia	Argentina	United States	Argentina	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Germany	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland							
Esmeraldas, Ecuador	252.77978317908668	90.45942889070079	7.825641025641033	0.799695865923422	13	261.84108593146766	50.3985544376422	272.4140157872344	240.7767795586625	300.74404668781693	339.5876083110795	238.37233553067168	273.57236283910066	331.7620334777462	354.43926241399225	65.73111697285894	305.4011385194092	251.09684086044405																							8.300000000000006	8.433333333333339	6.800000000000011	5.866666666666681	8.433333333333339	6.733333333333345	7.766666666666675	8.366666666666672	8.13333333333334	8.566666666666672	7.933333333333341	8.066666666666674	8.33333333333334																							New South Wales	Aargau	England	England	Aargau	North Holland	North Holland	Aargau	Aargau	Aargau	Aargau	California	Aargau																							Australia	Switzerland	United Kingdom	United Kingdom	Switzerland	Netherlands	Netherlands	Switzerland	Switzerland	Switzerland	Switzerland	United States	Switzerland																						
Bello, Colombia	252.47330536016796	105.09173439670613	8.308333333333339	0.33901409344679867	8	166.94124415629202	429.5557817326795	167.4963414048778	163.502705750863	382.6604373246525	276.36377920992925	131.6186539910774	301.6474993109722																												8.600000000000005	8.366666666666672	8.166666666666673	7.666666666666675	8.000000000000007	8.833333333333337	8.466666666666672	8.366666666666672																												California	Aargau	Aargau	Alberta	Aargau	Aargau	Aargau	Aargau																												United States	Switzerland	Switzerland	Canada	Switzerland	Switzerland	Switzerland	Switzerland																											
Sucre, Bolivia	247.12303192101444	224.3887311159669	7.635714285714294	1.138675385108966	14	186.97992914341796	630.2623085278473	252.88403029964545	77.43230086602892	29.78334832180735	239.49889437455948	47.097484762173316	123.77913039282217	171.1087546562216	160.353291332832	139.7372346750222	461.4667865853646	825.5547457803041	113.78420717615533																						8.03333333333334	6.36666666666668	8.13333333333334	7.933333333333341	8.066666666666674	8.433333333333339	8.33333333333334	8.23333333333334	8.433333333333339	7.700000000000008	7.966666666666674	6.833333333333345	4.100000000000021	8.33333333333334																						New South Wales	Ontario	Västerbotten	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	England	England	Aargau																						Australia	Canada	Sweden	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland																					
Ibarra, Ecuador	245.31539924359677	69.19578014662048	8.15833333333334	0.43051971176964815	16	324.58370123568477	191.58985746102277	204.4225208284665	273.84635149404835	340.3128413190959	124.95523316645114	313.6651315643761	282.57171617562653	296.35639683861723	272.27248350985377	285.09021309823476	136.3944411126002	147.3944027760009	207.17321333732235	203.0898135795382	321.3280704006088																				8.266666666666673	7.766666666666675	7.700000000000008	8.400000000000006	7.733333333333341	6.966666666666677	8.433333333333339	8.666666666666671	8.000000000000007	8.03333333333334	8.633333333333338	8.366666666666672	8.166666666666673	8.433333333333339	8.500000000000005	8.466666666666672																				California	California	California	California	North Carolina	California	California	Aargau	Aargau	New York	Aargau	Aargau	Alberta	Alberta	Aargau	Alberta																				United States	United States	United States	United States	United States	United States	United States	Switzerland	Switzerland	United States	Switzerland	Switzerland	Canada	Canada	Switzerland	Canada																			
Guayaquil, Ecuador	244.24389587868563	275.7579323314456	7.885185185185193	0.5877580570334016	9	139.49266474744107	988.3843228134364	156.6852109144288	111.08642778088019	103.76078881572842	59.69658267938973	278.1202142803127	305.37506936151505	55.59378151503841																											8.266666666666673	7.666666666666675	6.333333333333346	7.800000000000008	8.13333333333334	8.400000000000006	8.13333333333334	8.166666666666673	8.066666666666674																											New South Wales	Cordoba	Cordoba	North Carolina	Aargau	Aargau	Aargau	Aargau	Aargau																											Australia	Argentina	Argentina	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																										
Milagro, Ecuador	237.15837408755743	310.33841600388087	7.913333333333341	0.9868243117304191	10	1156.2213857306458	8.979831879433787	153.51862622949608	132.7810954158996	173.43865177663744	106.02267307657704	151.5893824215238	120.14177712021646	166.58799344528381	202.30232377986																										5.966666666666681	6.000000000000014	8.433333333333339	8.166666666666673	8.533333333333339	8.366666666666672	8.466666666666672	8.533333333333339	8.733333333333338	7.933333333333341																										Texas	Cordoba	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau																										United States	Argentina	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																									
Caguas, Puerto Rico	237.03467354604066	532.934377018357	7.50238095238096	1.5417710021690105	14	2114.5587930609454	53.893106968344	67.24697503123572	56.49789789867143	63.64498547644115	11.235512797001288	488.55204236021433	97.60581390569044	40.85517873116397	95.54297144302994	95.0306476635414	12.664936495248648	84.76597152415154	36.390596288890144																						6.533333333333346	6.233333333333347	8.13333333333334	7.6000000000000085	9.000000000000004	7.266666666666676	5.000000000000018	3.9000000000000217	8.466666666666672	9.200000000000003	9.000000000000004	7.500000000000009	9.000000000000004	8.200000000000006																						New South Wales	New South Wales	Alberta	Aargau	Aargau	Mississippi	Saarland	Saarland	Aargau	Aargau	Aargau	Alberta	Aargau	Aargau																						Australia	Australia	Canada	Switzerland	Switzerland	United States	Germany	Germany	Switzerland	Switzerland	Switzerland	Canada	Switzerland	Switzerland																					
Machala, Ecuador	233.25235020731327	64.52087043809954	7.025925925925936	1.9803839120123776	9	216.59452665069182	305.01902530706195	168.1738709095019	181.09670524661374	214.25756507150876	280.14501452250346	207.00157315583755	363.50517032224616	163.47770067985408																											1.900000000000028	7.366666666666676	8.466666666666672	7.500000000000009	8.266666666666673	8.400000000000006	8.433333333333339	5.933333333333348	6.966666666666677																											Michigan	Michigan	California	North Carolina	California	Aargau	Aargau	England	England																											United States	United States	United States	United States	United States	Switzerland	Switzerland	United Kingdom	United Kingdom																										
Cuenca, Ecuador	232.95029711469442	69.56570930450451	8.270370370370376	0.4673128976470355	9	228.8363477931246	182.77334497604792	217.62972664085146	231.57355630921225	327.25330429626985	161.30011892382095	201.81723814858876	379.0554156830279	166.31362126130634																											8.766666666666671	8.566666666666672	8.533333333333339	8.466666666666672	8.366666666666672	7.766666666666675	8.33333333333334	8.466666666666672	7.166666666666677																											California	Alberta	Aargau	Aargau	Aargau	Saxony	Aargau	Aargau	Baden-Württemberg																											United States	Canada	Switzerland	Switzerland	Switzerland	Germany	Switzerland	Switzerland	Germany																										
Pisco, Peru	230.9303079021907	142.407195423508	8.350000000000005	0.016666666666666607	2	88.52311247868269	373.33750332569866																																		8.366666666666672	8.33333333333334																																		Aargau	Aargau																																		Switzerland	Switzerland																																	
Bogotá, Colombia	230.64035340019737	66.64641533095339	6.433333333333347	1.6195564093179788	3	198.80257051542512	169.73227236263034	323.3862173225367																																	4.433333333333353	8.400000000000006	6.466666666666679																																	Georgia	Alberta	Aargau																																	United States	Canada	Switzerland																																
Punta Alta, Argentina	229.726942340536	0	0.8000000000000254	0	1	229.726942340536																																			0.8000000000000254																																			California																																			United States																																		
Ocumare del Tuy, Venezuela	227.97342052359215	87.07256000942812	8.083333333333341	0.5563605279286399	6	126.41101430823248	241.89585779133742	333.2204370667036	211.7489505363351	336.001734243189	118.56252919575533																														7.266666666666676	7.333333333333343	8.566666666666672	8.466666666666672	8.400000000000006	8.466666666666672																														North Carolina	Alberta	Aargau	Aargau	Aargau	Aargau																														United States	Canada	Switzerland	Switzerland	Switzerland	Switzerland																													
Maturín, Venezuela	225.20185254168885	100.70717239289243	7.1333333333333435	1.2754084313139282	3	256.2567286702252	330.04715997464103	89.30166898020035																																	5.33333333333335	8.13333333333334	7.933333333333341																																	New Jersey	New South Wales	North Carolina																																	United States	Australia	United States																																
Abancay, Peru	223.43005372227466	67.6626983134071	8.12083333333334	0.4515213480864181	8	274.9288448866381	334.5332330108102	229.87842365675598	180.78458454306158	166.19897563683418	299.41531737101184	141.23454861312993	160.4665020599557																												8.33333333333334	7.966666666666674	7.466666666666676	8.23333333333334	8.766666666666671	7.966666666666674	8.700000000000005	7.533333333333342																												California	California	Alberta	Aargau	Aargau	Aargau	Aargau	Florida																												United States	United States	Canada	Switzerland	Switzerland	Switzerland	Switzerland	United States																											
Guanare, Venezuela	222.48200297118717	98.20546710278606	8.500000000000005	0.13608276348795387	6	275.90942709194434	187.71815141666605	399.00671155954467	92.28715356146682	147.68207829514873	232.28849590235237																														8.500000000000005	8.666666666666671	8.466666666666672	8.600000000000005	8.533333333333339	8.23333333333334																														Aargau	Aargau	Florida	Aargau	Aargau	Aargau																														Switzerland	Switzerland	United States	Switzerland	Switzerland	Switzerland																													
Quillacollo, Bolivia	210.69647163742718	119.05006178653176	7.780555555555563	1.1196443163173382	12	198.02181775631877	194.90239624421235	95.19195268090529	371.04932196927194	189.40013636257518	370.7465740687802	196.35637842244256	279.56490624656857	213.36370101637468	36.71525850672262	376.69908739248785	6.346128982466276																								5.7333333333333485	5.033333333333351	8.100000000000007	8.433333333333339	8.500000000000005	8.13333333333334	7.400000000000009	8.33333333333334	8.466666666666672	8.500000000000005	8.300000000000006	8.433333333333339																								Stockholm	Ontario	Aargau	Aargau	Aargau	Aargau	Mississippi	Aargau	Alberta	Aargau	Aargau	Aargau																								Sweden	Canada	Switzerland	Switzerland	Switzerland	Switzerland	United States	Switzerland	Canada	Switzerland	Switzerland	Switzerland																							
Maiquetía, Venezuela	208.10619790403402	123.75685842662355	8.03333333333334	1.0204090199038947	9	122.4694034562578	246.5403649245254	157.11247896286764	389.1809391214673	432.1565075516009	135.69249567539222	27.57157661504264	226.67145307962426	135.5605617495279																											8.86666666666667	5.700000000000015	6.700000000000012	8.500000000000005	8.500000000000005	8.666666666666671	8.23333333333334	8.500000000000005	8.633333333333338																											California	Ontario	California	Aargau	Aargau	Aargau	Florida	Aargau	Aargau																											United States	Canada	United States	Switzerland	Switzerland	Switzerland	United States	Switzerland	Switzerland																										
La Rioja, Argentina	205.4645235484437	137.53087357183134	8.15833333333334	0.24309920243024616	4	424.01720976875697	220.74014268578017	75.85184035688945	101.24890138234838																																8.500000000000005	8.23333333333334	8.066666666666674	7.833333333333341																																Aargau	Aargau	Aargau	Aargau																																Switzerland	Switzerland	Switzerland	Switzerland																															
La Romana, Dominican Republic	197.39943954689306	97.30122469441646	7.687878787878796	1.3393253787471116	11	399.80437986978905	121.6566793370796	135.42644980686083	208.26297151363946	236.5239107787621	355.89743661948825	122.16181357665536	223.3530199288241	105.43327222420798	172.25921417382997	90.61468718668726																									7.700000000000008	8.300000000000006	8.266666666666673	8.03333333333334	8.433333333333339	6.2000000000000135	4.0333333333333545	9.133333333333336	8.100000000000007	8.066666666666674	8.300000000000006																									Texas	New South Wales	Aargau	Aargau	Aargau	Saarland	Saarland	Aargau	Aargau	Aargau	Aargau																									United States	Australia	Switzerland	Switzerland	Switzerland	Germany	Germany	Switzerland	Switzerland	Switzerland	Switzerland																								
Roseau, Dominica	196.58811903173412	236.7062771722333	7.46021505376345	1.3584045922291128	31	177.68405575475902	159.9184997387011	90.6533967909612	654.4947908726056	1192.1562479028412	181.88829409001238	56.56684499881396	155.4349447551194	22.371793424259767	54.79423213733214	387.9632995483133	584.7875176861036	406.39126899110397	2.0657197090367645	151.96859112190884	20.472924828033644	49.60792870033232	117.47793667719736	207.98444838163928	215.82947427706762	173.2316808843683	201.29463928525172	64.5268882578816	98.01488398824469	95.61124517830811	72.96675368433884	167.91770391440085	168.22687634792743	108.51108703354394	13.651720949348592	39.76600007400044					6.36666666666668	7.666666666666675	7.933333333333341	5.200000000000017	1.8666666666666947	4.8000000000000185	7.633333333333342	7.20000000000001	8.300000000000006	8.23333333333334	7.6000000000000085	6.133333333333347	8.433333333333339	8.300000000000006	7.766666666666675	8.366666666666672	8.633333333333338	7.9000000000000075	7.700000000000008	8.23333333333334	7.400000000000009	8.433333333333339	8.13333333333334	8.466666666666672	7.166666666666677	8.200000000000006	7.4333333333333425	7.466666666666676	8.066666666666674	8.200000000000006	8.03333333333334					New Jersey	New South Wales	New South Wales			England	North Carolina	North Carolina	North Carolina	North Carolina	Aargau	Mississippi	Aargau	Alberta	Aargau	Aargau	Alberta	Aargau	Saxony	Aargau	Saxony	Aargau	Aargau	Aargau	California	Aargau	Baden-Württemberg	Baden-Württemberg	Aargau	California	California					United States	Australia	Australia	None	None	United Kingdom	United States	United States	United States	United States	Switzerland	United States	Switzerland	Canada	Switzerland	Switzerland	Canada	Switzerland	Germany	Switzerland	Germany	Switzerland	Switzerland	Switzerland	United States	Switzerland	Germany	Germany	Switzerland	United States	United States				
Sogamoso, Colombia	194.26343035787127	0	8.533333333333339	0	1	194.26343035787127																																			8.533333333333339																																			Aargau																																			Switzerland																																		
Castries, Saint Lucia	194.01130926604455	226.5692210433088	7.813725490196085	0.7032193777704189	17	71.71282244655991	151.90322230247247	142.60421014046858	103.37952115778639	349.54881746526934	838.5452809841364	231.78972864622023	703.7790863070877	134.27223648237097	34.4951179802274	46.254673085959034	15.972678171554012	64.57822209185905	78.17899032657134	107.49807278206781	184.2116431812226	39.46793397092451																			6.433333333333346	8.800000000000004	5.800000000000015	8.066666666666674	8.400000000000006	7.766666666666675	8.166666666666673	7.566666666666675	8.433333333333339	7.700000000000008	8.23333333333334	8.13333333333334	8.066666666666674	7.766666666666675	7.966666666666674	8.000000000000007	7.533333333333342																			New Jersey	California	Ontario	California	California	California	Aargau	Aargau	Alberta	Aargau	Alberta	Aargau	Saxony	Aargau	California	California	Aargau																			United States	United States	Canada	United States	United States	United States	Switzerland	Switzerland	Canada	Switzerland	Canada	Switzerland	Germany	Switzerland	United States	United States	Switzerland																		
Calabozo, Venezuela	191.5538605122142	115.79424688300998	7.977777777777785	0.5737035841522462	3	354.80838292109127	98.81659923611556	121.0365993794357																																	7.20000000000001	8.566666666666672	8.166666666666673																																	Ontario	California	Aargau																																	Canada	United States	Switzerland																																
San Felipe, Venezuela	188.80725556012885	44.85051978301438	8.150000000000006	0.04999999999999982	2	233.65777534314324	143.9567357771145																																		8.200000000000006	8.100000000000007																																		Aargau	Aargau																																		Switzerland	Switzerland																																	
Higüey, Dominican Republic	185.28399856330375	59.11257467005165	7.816666666666674	0.5916079783099595	8	237.54483747986615	179.5886814728234	129.21393942321328	213.20661411664665	271.1700222661024	139.85282056724208	226.88908912142733	84.80598405910874																												8.13333333333334	7.866666666666674	8.03333333333334	8.100000000000007	8.266666666666673	8.400000000000006	7.20000000000001	6.533333333333346																												New South Wales	California	Aargau	Aargau	Aargau	Aargau	England	England																												Australia	United States	Switzerland	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom																											
La Vega, Dominican Republic	184.8575200523389	141.22448897431164	8.100000000000007	0.5856303979157507	6	182.01853167491373	68.28861268401626	481.38773844188194	54.850440705253334	169.29469428372659	153.30510252424165																														6.866666666666678	8.23333333333334	8.633333333333338	8.000000000000007	8.466666666666672	8.400000000000006																														California	Aargau	Aargau	Aargau	Aargau	Aargau																														United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																													
Bayamón, Puerto Rico	182.37470188854343	340.50461892998976	8.150000000000006	0.875245997166254	20	1080.0682756158064	33.623541265658375	42.197647218459586	27.9882814815967	60.293935402482816	46.50376656603724	47.69007031258704	1156.846535101936	81.91125281205487	665.6867939979123	22.680978115065628	42.35661710279846	22.680978115065628	45.55471850812704	52.55344041467292	30.43214366855456	37.192284359239444	48.221068828159844	54.79064005649457	48.221068828159844																6.766666666666678	7.533333333333342	8.066666666666674	8.300000000000006	7.400000000000009	8.13333333333334	8.566666666666672	5.466666666666683	9.000000000000004	7.800000000000008	8.633333333333338	7.566666666666675	9.033333333333337	8.96666666666667	8.766666666666671	8.800000000000004	8.500000000000005	7.866666666666674	8.833333333333337	9.000000000000004																Bogota D.C.	California	Aargau	Aargau	Aargau	Aargau	Aargau	Saxony	Aargau	Saxony	Aargau	Florida	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau																Colombia	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Germany	Switzerland	Germany	Switzerland	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland															
Valparaíso, Chile	171.67754336261683	159.99446994410025	7.2666666666666755	1.303840481040525	6	81.41838926788346	103.41444243288785	527.3475440470289	110.97257887193621	78.0764535830018	128.83585197296273																														7.800000000000008	7.966666666666674	6.966666666666677	4.5000000000000195	8.200000000000006	8.166666666666673																														New South Wales	California	Saarland	Saarland	Aargau	Aargau																														Australia	United States	Germany	Germany	Switzerland	Switzerland																													
Valle de La Pascua, Venezuela	162.47177440660118	97.76475139940557	7.575757575757583	1.0216930798000383	11	116.43480545711336	68.97244069299664	207.38294135716706	279.25991036205863	134.658254615144	263.3309825221284	109.33556601571813	173.95930434882794	350.1331591700163	27.593359744320246	56.12879418712205																									4.833333333333352	8.733333333333338	7.533333333333342	8.633333333333338	8.03333333333334	6.866666666666678	7.1333333333333435	8.200000000000006	7.800000000000008	7.6000000000000085	7.966666666666674																									Ontario	California	North Carolina	Aargau	Alberta	Saarland	Saarland	Alberta	Aargau	Aargau	Aargau																									Canada	United States	United States	Switzerland	Canada	Germany	Germany	Canada	Switzerland	Switzerland	Switzerland																								
Concepción del Uruguay, Argentina	153.9949159378377	15.301776596675666	7.183333333333343	0.18333333333333268	2	138.69313934116204	169.29669253451337																																		7.000000000000011	7.366666666666676																																		Alberta	Aargau																																		Canada	Switzerland																																	
Baní, Dominican Republic	147.63221571444208	197.5503718597024	7.709523809523818	1.0675910110587368	14	40.556617631529214	780.3243688649926	89.46595605130356	68.7363423411787	64.8838818857168	50.53555295071191	78.49319234788697	138.37003844003053	93.52849308207867	39.265353015198635	62.006725149377665	72.67624421997087	413.7934541031752	74.21479991903782																						7.6000000000000085	4.266666666666687	8.433333333333339	8.23333333333334	7.4333333333333425	8.03333333333334	6.933333333333344	7.800000000000008	7.633333333333342	8.466666666666672	7.766666666666675	8.000000000000007	8.633333333333338	8.700000000000005																						New South Wales	Cordoba	California	California	California	Västerbotten	Aargau	Aargau	Aargau	Aargau	Alberta	Aargau	Aargau	Aargau																						Australia	Argentina	United States	United States	United States	Sweden	Switzerland	Switzerland	Switzerland	Switzerland	Canada	Switzerland	Switzerland	Switzerland																					
Babahoyo, Ecuador	146.76899157962464	67.22439194223186	7.636666666666675	0.778381511713744	10	109.89408119086679	70.9339333061128	75.71776402402111	295.43826644392266	120.48483902086075	201.4267233735936	112.50978094999896	152.7602850891281	216.3663955697921	112.15784682794967																										5.866666666666681	6.800000000000011	7.933333333333341	7.166666666666677	8.100000000000007	7.6000000000000085	8.000000000000007	8.566666666666672	7.9000000000000075	8.433333333333339																										Stockholm	Ontario	Aargau	Aargau	Alberta	Baden-Württemberg	Aargau	California	California	Aargau																										Sweden	Canada	Switzerland	Switzerland	Canada	Germany	Switzerland	United States	United States	Switzerland																									
