citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15
Béchar, Algeria	739.8072573262666	71.90591528592091	8.277777777777784	0.4794544224531409	3	638.1297917175506	789.2457329398475	792.0462473214019														8.633333333333338	8.600000000000005	7.6000000000000085														California	California	Aargau														United States	United States	Switzerland													
Kananga, Congo (Kinshasa)	739.0504064365236	130.88236802828337	7.181481481481492	1.552466067787749	9	918.2754866897728	575.0775313210993	700.9467464948867	944.270837844432	843.3091915843428	734.6406153730427	583.1305579308616	740.78490752934	611.0177831609351								5.466666666666683	3.6000000000000227	6.933333333333344	8.100000000000007	7.4333333333333425	8.366666666666672	8.13333333333334	8.03333333333334	8.566666666666672								Île-de-France	Michigan	California	California	California	California	Aargau	Aargau	Aargau								France	United States	United States	United States	United States	United States	Switzerland	Switzerland	Switzerland							
Bobo-Dioulasso, Burkina Faso	737.5564699172071	345.3934545693956	6.933333333333344	0.5666666666666647	2	1082.9499244866026	392.1630153478115															6.36666666666668	7.500000000000009															Aargau	Aargau															Switzerland	Switzerland														
Porto-Novo, Benin	737.4684393446372	930.2702254325735	7.622222222222231	0.3292340531117556	3	2052.104710272701	123.769621388128	36.53098637308216														7.933333333333341	7.166666666666677	7.766666666666675														Aargau	California	California														Switzerland	United States	United States													
Néma, Mauritania	727.0720974580063	338.6693595648683	7.611111111111119	0.5108695081143381	6	910.6687160006818	1092.6951386990504	878.446138807408	884.2186235967085	527.6855390169512	68.71842862723811											7.20000000000001	7.866666666666674	8.33333333333334	7.166666666666677	7.000000000000011	8.100000000000007											California	Aargau	Ontario	Aargau	Aargau	Aargau											United States	Switzerland	Canada	Switzerland	Switzerland	Switzerland										
Lusaka, Zambia	725.9005161662135	872.3213548542547	6.405555555555568	2.2019281673844313	12	2612.407398917218	168.21398559976058	276.1875023400448	2608.5823538693166	246.92178710078085	445.298303135376	258.6046118884423	295.766101619933	197.1227047859553	525.179781856645	992.5888960638304	83.9327668172584					7.066666666666677	5.400000000000016	0.866666666666692	7.30000000000001	6.966666666666677	6.533333333333346	8.666666666666671	8.466666666666672	8.13333333333334	3.500000000000023	5.666666666666682	8.300000000000006					Thuringia	Île-de-France	Michigan	Aargau	Aargau	North Carolina	Aargau	Aargau	Aargau	England	England	Aargau					Germany	France	United States	Switzerland	Switzerland	United States	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland				
Bama, Nigeria	725.3002609289987	140.95354961355386	7.7750000000000075	0.3319764047840336	4	913.5038644753691	753.9136634532753	517.5753887945503	716.2081269927997													7.9000000000000075	7.233333333333343	7.833333333333341	8.13333333333334													New South Wales	Aargau	Aargau	Aargau													Australia	Switzerland	Switzerland	Switzerland												
Songea, Tanzania	724.3765150466837	272.37351326747137	7.20000000000001	0.5976807025680347	4	1038.2243442338668	476.64822574709257	950.8294239226124	431.80406628316325													7.10000000000001	6.466666666666679	7.10000000000001	8.13333333333334													Aargau	Aargau	Aargau	Aargau													Switzerland	Switzerland	Switzerland	Switzerland												
Lichinga, Mozambique	723.5584144744711	257.86105736545596	8.100000000000007	0.3464101615137742	7	458.6223762713289	1033.2079416037207	560.2608386553444	1111.342107775554	378.140516285735	769.1478979418905	754.1872227877246										7.533333333333342	8.600000000000005	8.03333333333334	7.800000000000008	8.200000000000006	8.500000000000005	8.03333333333334										California	California	California	New South Wales	Aargau	Aargau	Aargau										United States	United States	United States	Australia	Switzerland	Switzerland	Switzerland									
Gandajika, Congo (Kinshasa)	722.5294292043786	367.4589382637226	5.513333333333348	3.319879515886071	5	812.1575134370701	672.7974889494457	1344.2081397285724	219.55194124851667	563.9320626582881												1.5000000000000269	1.43333333333336	7.633333333333342	8.400000000000006	8.600000000000005												Oregon	Oregon	New York	Aargau	Aargau												United States	United States	United States	Switzerland	Switzerland											
Mbuji-Mayi, Congo (Kinshasa)	711.4694182698335	330.08279010495534	7.411111111111121	1.4466649598897543	3	1177.7565205691449	459.24115708330334	497.4105771570519														5.366666666666683	8.500000000000005	8.366666666666672														Saxony	Aargau	Aargau														Germany	Switzerland	Switzerland													
Sidi Bel Abbès, Algeria	710.2130052808669	0	6.566666666666679	0	1	710.2130052808669																6.566666666666679																Aargau																Switzerland															
Bethal, South Africa	708.7760893218311	203.57682238548134	7.383333333333342	1.2658988901172117	4	617.377090428651	854.4497707333942	941.1831772210888	422.09431890419046													8.466666666666672	5.23333333333335	8.066666666666674	7.766666666666675													Aargau	North Holland	North Holland	Aargau													Switzerland	Netherlands	Netherlands	Switzerland												
Johannesburg, South Africa	704.3775667461053	347.36111922187575	6.866666666666678	1.486855991930868	6	1048.540476346316	595.2870570271682	690.2130476490375	1115.794622962911	723.0490828582771	53.381113632922656											6.100000000000014	8.03333333333334	3.8666666666666885	7.666666666666675	7.933333333333341	7.6000000000000085											Thuringia	Île-de-France	Michigan	Aargau	Saxony	Aargau											Germany	France	United States	Switzerland	Germany	Switzerland										
Kano, Nigeria	700.2909743630979	530.0082903034391	7.637500000000008	0.8857572874225855	8	515.820685743093	320.20845330965716	2063.8745552698697	383.97451797198363	605.8096007677574	393.55951444394316	698.462240564504	620.6182268339751									7.633333333333342	6.633333333333345	5.800000000000015	7.866666666666674	8.200000000000006	8.200000000000006	8.166666666666673	8.600000000000005									Unknown	Unknown	Unknown	New South Wales	Aargau	Aargau	Aargau	Aargau									Unknown	Unknown	Unknown	Australia	Switzerland	Switzerland	Switzerland	Switzerland								
Bongor, Chad	698.6674782673789	208.0449188122323	7.350000000000009	0.6347207026483125	6	671.6690903596866	707.2921569895068	804.5799090476088	449.5340299468996	485.7375144114595	1073.1921688491118											8.000000000000007	8.066666666666674	7.533333333333342	6.36666666666668	6.6666666666666785	7.466666666666676											New York	Aargau	Aargau	Aargau	Aargau	Aargau											United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland										
Kadugli, Sudan	694.3148917110295	334.89925584745305	7.700000000000008	1.1171392035015113	5	1293.362551672616	825.5976037392554	486.66596301743857	482.86547833522104	383.0828617906167												5.466666666666683	8.266666666666673	8.300000000000006	8.266666666666673	8.200000000000006												Texas	Alberta	Aargau	Aargau	Aargau												United States	Canada	Switzerland	Switzerland	Switzerland											
Maradi, Niger	693.243626553294	595.7446216424601	7.550000000000009	0.6865776641348635	4	323.71584909279943	321.3577684730967	404.4242289137059	1723.4766597335738													6.433333333333346	7.9000000000000075	8.266666666666673	7.6000000000000085													Aargau	Aargau	Aargau	Saxony													Switzerland	Switzerland	Switzerland	Germany												
Maxixe, Mozambique	692.6724877300724	302.7947536257638	7.846666666666676	0.4514667454223188	5	403.8888510705243	358.8872978808803	606.6895029034021	995.9637682721019	1097.9330185234528												8.13333333333334	7.766666666666675	8.23333333333334	8.100000000000007	7.000000000000011												California	Aargau	Aargau	Aargau	Aargau												United States	Switzerland	Switzerland	Switzerland	Switzerland											
Guelma, Algeria	689.9228775035649	0	8.03333333333334	0	1	689.9228775035649																8.03333333333334																Aargau																Switzerland															
Freetown, Sierra Leone	688.2197733033017	481.1492603980149	6.44666666666668	1.7570935597678787	5	123.66602296871166	1565.793280290265	658.9788164473143	428.97062826065394	663.6901185495636												3.666666666666689	7.633333333333342	8.400000000000006	5.166666666666684	7.366666666666676												California	Aargau	California	California	Georgia												United States	Switzerland	United States	United States	United States											
Gusau, Nigeria	672.5936679988744	160.73200738053617	8.273333333333339	0.3248247390687944	5	617.1598479284708	514.30214105731	618.5368719746675	982.9344488010349	630.0350302328883												8.766666666666671	7.766666666666675	8.166666666666673	8.400000000000006	8.266666666666673												California	Aargau	Aargau	Aargau	Aargau												United States	Switzerland	Switzerland	Switzerland	Switzerland											
Sokoto, Nigeria	672.266779964806	202.54360284454364	7.191666666666676	0.6713895209853112	4	370.4313971637843	615.6864328262393	904.1946244773169	798.7546653918835													6.500000000000012	8.03333333333334	6.566666666666679	7.666666666666675													Massachusetts	North Carolina	New York	Aargau													United States	United States	United States	Switzerland												
Mbeya, Tanzania	672.0579044801523	380.0583323746585	7.142424242424252	0.8911564282516955	11	511.8820379510447	613.6534442594032	1697.1629079430315	839.9446084839205	473.5291393211567	554.9918593394289	226.68068985517985	573.7524079029772	641.201228310233	301.9348059733417	957.9038199419575						8.13333333333334	5.7333333333333485	6.400000000000013	5.500000000000016	7.6000000000000085	8.000000000000007	7.6000000000000085	6.500000000000012	7.800000000000008	7.700000000000008	7.6000000000000085						New South Wales	Michigan	North Carolina	Aargau	Aargau	Aargau	Aargau	Alberta	Aargau	Aargau	Georgia						Australia	United States	United States	Switzerland	Switzerland	Switzerland	Switzerland	Canada	Switzerland	Switzerland	United States					
Mmabatho, South Africa	671.7514948150736	80.51718147543129	6.183333333333347	2.476612830280718	4	755.9521372500324	745.2780538895885	570.5582285099173	615.2175596107562													1.900000000000028	7.766666666666675	7.666666666666675	7.400000000000009													California	North Carolina	Aargau	Georgia													United States	United States	Switzerland	United States												
Gombe, Nigeria	671.0755325446632	52.37392656944536	8.366666666666672	0	2	723.4494591141087	618.701605975218															8.366666666666672	8.366666666666672															New South Wales	Aargau															Australia	Switzerland														
Thohoyandou, South Africa	671.0322837417181	328.47980733426516	8.10833333333334	0.3085584763595592	4	340.7660748419178	1201.4586258473753	673.7530505553927	468.15138372218627													8.200000000000006	8.200000000000006	8.433333333333339	7.6000000000000085													Aargau	Aargau	Aargau	Aargau													Switzerland	Switzerland	Switzerland	Switzerland												
Aswān, Egypt	670.7586456617074	59.62233082110866	7.622222222222231	0.5852086258783842	3	595.3320787235281	675.8321030167867	741.1117552448077														6.833333333333345	7.800000000000008	8.23333333333334														North Carolina	Aargau	Aargau														United States	Switzerland	Switzerland													
Cidade de Nacala, Mozambique	660.077027337673	257.8935378660026	7.975000000000007	0.5021481631727592	8	966.2815184724432	348.4792705217589	813.4248720477835	1019.9245720455693	806.7295996849516	538.2298394111026	464.56646705744754	322.9800794603283									8.000000000000007	8.533333333333339	8.13333333333334	7.933333333333341	7.800000000000008	8.13333333333334	8.466666666666672	6.800000000000011									New South Wales	Aargau	Aargau	New York	Aargau	Aargau	Aargau	Aargau									Australia	Switzerland	Switzerland	United States	Switzerland	Switzerland	Switzerland	Switzerland								
Tripoli, Libya	659.3394478633746	50.32252179153238	7.483333333333342	0.2833333333333323	2	609.0169260718422	709.661969654907															7.20000000000001	7.766666666666675															Aargau	Pennsylvania															Switzerland	United States														
Nguru, Nigeria	656.0786813084278	34.703471375554216	8.18333333333334	0.016666666666666607	2	690.782152683982	621.3752099328735															8.166666666666673	8.200000000000006															Aargau	Aargau															Switzerland	Switzerland														
Beira, Mozambique	647.0094402472722	571.1200901294252	7.033333333333343	0.993497376462077	6	369.2181884599633	640.7625975005466	1889.5033124482047	468.1583552966899	266.9915199140952	247.42266786413379											5.100000000000017	7.30000000000001	7.500000000000009	6.500000000000012	7.666666666666675	8.13333333333334											Massachusetts	Aargau	North Carolina	North Carolina	Aargau	Aargau											United States	Switzerland	United States	United States	Switzerland	Switzerland										
Sabhā, Libya	646.5372772829393	250.3364023232013	7.280000000000008	1.1737120600896926	10	1316.277148853463	563.9782731419049	607.4258810065417	389.80048157531735	525.2861209223057	800.5946529063956	489.4647563775904	491.119951014277	549.766382584345	731.6591244472518							8.300000000000006	7.30000000000001	4.366666666666687	6.2000000000000135	8.23333333333334	7.266666666666676	7.933333333333341	8.13333333333334	8.200000000000006	6.866666666666678							California	New South Wales	Massachusetts	Aargau	Aargau	New South Wales	Aargau	Aargau	Aargau	Georgia							United States	Australia	United States	Switzerland	Switzerland	Australia	Switzerland	Switzerland	Switzerland	United States						
Moundou, Chad	641.6278267797901	307.9409994499883	7.38000000000001	0.9817444790892462	5	736.9701673195981	502.8689662770645	324.7169065915765	447.32950001603257	1196.253593694679												6.233333333333347	8.066666666666674	7.933333333333341	8.500000000000005	6.16666666666668												Florida	California	Aargau	Aargau	Georgia												United States	United States	Switzerland	Switzerland	United States											
El Fasher, Sudan	641.5184474604841	267.51810319238297	8.041666666666673	0.4901105317510853	4	739.5402668621314	181.90141722345462	826.3224434197869	818.3096623365637													8.466666666666672	7.30000000000001	7.9000000000000075	8.500000000000005													California	Aargau	Aargau	Aargau													United States	Switzerland	Switzerland	Switzerland												
Bukoba, Tanzania	636.4263162987463	100.99491035108323	7.788888888888896	0.2793290019994775	3	581.9171259705244	778.0116553708556	549.3501675548592														7.700000000000008	7.500000000000009	8.166666666666673														Aargau	Aargau	Aargau														Switzerland	Switzerland	Switzerland													
Darnah, Libya	632.5385937286198	261.1514688523602	7.988888888888897	0.3928371006591917	6	95.26417775808552	750.6887324397366	902.7954869901433	721.1625166675777	553.4136780947022	771.9069704214739											8.500000000000005	7.566666666666675	8.400000000000006	7.733333333333341	7.533333333333342	8.200000000000006											California	California	Pennsylvania	California	Aargau	Aargau											United States	United States	United States	United States	Switzerland	Switzerland										
Bauchi, Nigeria	623.1100076334044	39.09425535811255	6.983333333333344	1.3833333333333284	2	584.0157522752918	662.2042629915169															8.366666666666672	5.600000000000016															New South Wales	California															Australia	United States														
Jamaame, Somalia	617.5979335348591	760.6169305438207	7.860000000000008	0.29844039047465754	5	158.97566023346644	122.12852498813665	2119.165319433092	216.78370069908112	470.93646232051935												7.966666666666674	8.266666666666673	7.666666666666675	7.400000000000009	8.000000000000007												California	California	Aargau	Aargau	Aargau												United States	United States	Switzerland	Switzerland	Switzerland											
Tanga, Tanzania	616.8971387666456	366.04403050187193	6.777777777777789	1.3494397557212305	9	1349.8503351549743	256.9126883790228	790.7214391592706	432.4002593404984	818.9968516267058	375.46286026288254	664.3471226370596	822.1028181360059	41.27987420339								6.36666666666668	3.8333333333333552	6.16666666666668	8.23333333333334	7.10000000000001	8.400000000000006	8.166666666666673	6.2000000000000135	6.533333333333346								Île-de-France	Michigan	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau								France	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland							
Port Sudan, Sudan	614.7809916505063	634.751015603044	5.4750000000000165	1.90283049399805	8	92.2284542246989	167.59520894180494	150.8555114658106	191.77102871316964	2049.546323292426	584.9701801564736	528.7072250622953	1152.5740013473717									3.4000000000000234	3.0666666666666913	7.000000000000011	7.800000000000008	2.9666666666666917	7.533333333333342	5.933333333333348	6.100000000000014									Île-de-France	Michigan	Aargau	Aargau	North Holland	North Holland	Aargau	Saxony									France	United States	Switzerland	Switzerland	Netherlands	Netherlands	Switzerland	Germany								
Luanda, Angola	613.9526013871599	461.8765132670189	6.348148148148161	2.250931829600551	9	1458.945116087387	1394.3429881723837	631.8259698774024	405.50161369439144	83.01653980295283	551.049396685035	406.6839315401321	405.68584416580205	188.52201245895216								1.7666666666666944	2.6000000000000263	7.233333333333343	7.366666666666676	8.13333333333334	7.633333333333342	7.533333333333342	7.700000000000008	7.166666666666677								California	California	New South Wales	New South Wales	New South Wales	Aargau	Aargau	Aargau	Aargau								United States	United States	Australia	Australia	Australia	Switzerland	Switzerland	Switzerland	Switzerland							
Aba, Nigeria	611.7448211669121	222.63398779170328	5.64444444444446	2.2045967689308203	3	397.6884326321133	918.7323504893018	518.8136803793212														2.9333333333333584	5.666666666666682	8.33333333333334														England	England	Aargau														United Kingdom	United Kingdom	Switzerland													
Tunis, Tunisia	611.5231414805934	932.6488039581349	7.828571428571436	0.7401047912564899	7	381.6567296166753	118.6065434745745	33.47932192964768	24.610709427763535	2793.9866958472153	856.495017271786	71.82697279649176										7.633333333333342	8.13333333333334	8.166666666666673	7.366666666666676	9.000000000000004	6.433333333333346	8.066666666666674										Aargau	Aargau	Aargau	Aargau	Florida	Florida	Aargau										Switzerland	Switzerland	Switzerland	Switzerland	United States	United States	Switzerland									
Guelmim, Morocco	608.820160882794	133.93193840733016	7.722222222222229	0.48483164953936336	6	804.2871025904768	777.426163559086	469.2964131626189	521.5440805399027	587.5403905362742	492.8268149084051											7.233333333333343	7.000000000000011	7.933333333333341	7.666666666666675	8.100000000000007	8.400000000000006											Aargau	Aargau	North Carolina	Aargau	Aargau	Aargau											Switzerland	Switzerland	United States	Switzerland	Switzerland	Switzerland										
Tamale, Ghana	607.2133521070251	364.9175474772578	6.988888888888899	0.9859506911768416	6	1287.7312352307822	908.4844356778013	326.3575682993648	346.9113137624279	413.40267050596543	360.39288916580875											4.8000000000000185	7.4333333333333425	7.4333333333333425	7.466666666666676	7.20000000000001	7.6000000000000085											Aargau	Aargau	Saxony	Aargau	California	California											Switzerland	Switzerland	Germany	Switzerland	United States	United States										
Al Marj, Libya	605.1796214870117	358.4520943675679	5.741666666666681	2.820251663317372	8	195.42061310844568	562.0801653423584	703.7975375233799	483.58283438542	576.6193538156583	379.2912169784791	462.81308613281993	1477.8321646095328									7.533333333333342	7.833333333333341	8.300000000000006	3.7000000000000224	3.4333333333333567	8.000000000000007	7.1333333333333435	2.5521251778570786e-14									New South Wales	Aargau	Aargau	England	England	North Holland	Aargau	Florida									Australia	Switzerland	Switzerland	United Kingdom	United Kingdom	Netherlands	Switzerland	United States								
Ādīgrat, Ethiopia	596.2593009325341	191.27230693947806	7.904166666666675	0.6210290519237651	8	806.0492614473382	506.29603455422233	638.3175065495825	320.29240234719833	502.0543253704709	364.9108174307835	773.5766860460999	858.5773737145765									8.03333333333334	8.433333333333339	8.300000000000006	7.166666666666677	8.03333333333334	6.600000000000012	8.300000000000006	8.366666666666672									New South Wales	Ontario	California	North Carolina	North Carolina	Aargau	Aargau	Aargau									Australia	Canada	United States	United States	United States	Switzerland	Switzerland	Switzerland								
Musoma, Tanzania	594.625008251639	164.478265764732	7.788888888888898	0.3993822390135859	6	656.1369054490763	458.29237409810554	348.5441756074734	530.3028212357392	810.220658592238	764.2531145272013											8.100000000000007	7.166666666666677	7.766666666666675	8.433333333333339	7.566666666666675	7.700000000000008											New South Wales	California	California	California	Aargau	Aargau											Australia	United States	United States	United States	Switzerland	Switzerland										
Curepipe, Mauritius	590.0478758533958	795.4735493639714	7.4444444444444535	0.13425606637327256	3	1715.0091543988653	31.287846285884633	23.846626875437437														7.366666666666676	7.333333333333343	7.633333333333342														Aargau	Aargau	Aargau														Switzerland	Switzerland	Switzerland													
Tete, Mozambique	580.2200868576382	242.69572552975157	7.452777777777787	0.722451886560661	12	819.6008753816163	1019.1724730266807	338.943498456862	829.5568810377919	386.5126074625502	865.6029092610978	372.05445654458134	289.7166983304305	580.9421725425324	434.06267780275596	685.6069267423434	340.86886570241495					7.000000000000011	7.700000000000008	8.33333333333334	8.066666666666674	7.566666666666675	7.500000000000009	6.766666666666678	8.400000000000006	7.633333333333342	5.700000000000015	6.966666666666677	7.800000000000008					California	California	California	New South Wales	California	Aargau	North Carolina	Aargau	Aargau	England	England	Aargau					United States	United States	United States	Australia	United States	Switzerland	United States	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland				
Brits, South Africa	580.1698029558961	316.9556050551656	8.158333333333339	0.24650332429581645	4	995.3904292610907	645.0501276629215	105.62270095085498	574.6159539487176													7.766666666666675	8.400000000000006	8.13333333333334	8.33333333333334													New South Wales	Aargau	Aargau	Aargau													Australia	Switzerland	Switzerland	Switzerland												
Lomé, Togo	573.2716437093821	651.517546894906	7.4555555555555655	0.7837863150465927	6	105.54050431921317	1424.2940226642158	1560.2323616147942	131.67973833378267	66.87286753281411	151.01036779147267											8.33333333333334	7.6000000000000085	5.800000000000015	7.766666666666675	7.566666666666675	7.666666666666675											New South Wales	Aargau	Aargau	Aargau	Aargau	Aargau											Australia	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland										
Iringa, Tanzania	573.2166220746434	416.49665393867565	7.5925925925926	0.8566050961845386	9	364.03599779290766	296.27572143538356	661.453370691236	246.22400916180442	702.9201198135207	422.3817081523424	92.85150020940013	1576.1093415825787	796.6978298326167								7.933333333333341	8.600000000000005	7.766666666666675	8.633333333333338	6.433333333333346	7.033333333333344	8.200000000000006	6.066666666666681	7.666666666666675								New South Wales	California	Aargau	California	Aargau	Aargau	California	California	Aargau								Australia	United States	Switzerland	United States	Switzerland	Switzerland	United States	United States	Switzerland							
Gagnoa, Côte D’Ivoire	566.8597798678805	820.6806638125671	7.158333333333344	1.4542800815370953	8	82.6440239786458	71.44189165138404	949.7992908641768	258.46162917309636	2603.3626007064145	14.421681990530368	125.15330691450784	429.59381366428886									7.666666666666675	7.966666666666674	6.833333333333345	8.000000000000007	3.4333333333333567	8.03333333333334	7.800000000000008	7.533333333333342									California	California	Aargau	Aargau	North Holland	North Holland	Aargau	Aargau									United States	United States	Switzerland	Switzerland	Netherlands	Netherlands	Switzerland	Switzerland								
Algiers, Algeria	565.9195588325034	520.2356161235892	8.03333333333334	0.24190601174530182	3	80.71129426098463	329.56925756653453	1287.4781246699913														7.933333333333341	8.366666666666672	7.800000000000008														California	Aargau	Aargau														United States	Switzerland	Switzerland													
Pietermaritzburg, South Africa	564.6019030340901	233.11940508323838	7.200000000000011	1.367885635245541	9	335.65143779065914	938.899837137071	532.884319532331	446.97405695591095	187.97317536540115	709.7438169442104	860.423123367659	655.8761099336123	412.9912502799574								7.866666666666674	8.13333333333334	7.233333333333343	8.200000000000006	7.9000000000000075	6.633333333333345	3.666666666666689	6.900000000000011	8.266666666666673								New South Wales	California	Aargau	Aargau	Aargau	England	England	Mississippi	Aargau								Australia	United States	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom	United States	Switzerland							
Springs, South Africa	563.4123590122676	306.8293854447249	7.8969696969697045	0.5926237748147329	11	557.8447942871885	867.2553141906462	370.74308161238906	112.19717173982043	679.4327777790268	796.7076918321869	1121.9777389582468	201.3681892650646	153.3736012625291	694.945380735718	641.6902074721276						8.400000000000006	8.566666666666672	7.10000000000001	6.6666666666666785	8.33333333333334	8.03333333333334	8.433333333333339	7.933333333333341	8.366666666666672	7.466666666666676	7.566666666666675						California	California	California	California	Aargau	North Carolina	Aargau	Aargau	Aargau	Aargau	Aargau						United States	United States	United States	United States	Switzerland	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland					
São Tomé, Sao Tome And Principe	561.4676505938096	1298.7489090529434	7.290000000000011	0.9139717963068874	10	18.642480053155484	13.023887103202606	4363.893804335362	982.1678942883799	34.700677930249064	54.74941808513227	63.527279123122064	13.023887103202606	23.584122496056665	47.363055420232904							5.566666666666682	7.400000000000009	5.866666666666681	7.833333333333341	6.500000000000012	7.966666666666674	8.066666666666674	8.300000000000006	7.633333333333342	7.766666666666675							California	Västerbotten	Aargau	North Carolina	Aargau	Aargau	Aargau	Aargau	Alberta	Aargau							United States	Sweden	Switzerland	United States	Switzerland	Switzerland	Switzerland	Switzerland	Canada	Switzerland						
Machakos, Kenya	561.2491154164418	328.5476579830873	7.87222222222223	0.6096193914805641	6	523.9444575909366	1222.921765591715	358.206613566846	652.034268677723	187.16373258792112	423.2238544835091											7.666666666666675	8.600000000000005	6.733333333333345	8.366666666666672	8.166666666666673	7.700000000000008											Aargau	California	North Carolina	Aargau	Aargau	Mississippi											Switzerland	United States	United States	Switzerland	Switzerland	United States										
Umtata, South Africa	560.4738570764614	148.65119144855893	7.254166666666675	1.013511154902157	8	284.1329196390127	749.8940546642064	440.2817703782772	593.2794482663463	735.5252101241082	558.0234043321494	465.5139055534394	657.1401436541522									6.733333333333345	5.000000000000018	8.266666666666673	7.9000000000000075	8.266666666666673	7.666666666666675	6.800000000000011	7.400000000000009									Île-de-France	Michigan	North Carolina	Aargau	Aargau	Aargau	England	England									France	United States	United States	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom								
Arlit, Niger	559.5471134854554	104.40513166037168	6.750000000000011	0.728392446113736	8	555.1930480188797	644.8634333308582	693.0191798002442	448.0966766237669	403.59783937515107	454.64388241049744	669.1694728587032	607.7933754655415									6.6666666666666785	6.433333333333346	6.000000000000014	6.6666666666666785	5.866666666666681	6.566666666666679	7.666666666666675	8.13333333333334									New South Wales	Île-de-France	Michigan	New York	Aargau	Mississippi	Aargau	Aargau									Australia	France	United States	United States	Switzerland	United States	Switzerland	Switzerland								
Jijel, Algeria	555.3475996867478	402.9267381246782	8.19333333333334	0.24166091947189058	5	1354.9676795206776	307.20099873173496	370.88116678104296	303.26629941816924	440.4218539821139												8.300000000000006	8.300000000000006	8.433333333333339	8.200000000000006	7.733333333333341												Västerbotten	Aargau	Aargau	Aargau	Aargau												Sweden	Switzerland	Switzerland	Switzerland	Switzerland											
Uitenhage, South Africa	554.8153873429226	142.14536736953335	8.12380952380953	0.3205720510420338	7	418.7976557823206	414.3055561767789	707.0571941242933	666.8132717211097	687.9905837781295	348.718536033022	640.0249137848045										8.200000000000006	7.933333333333341	8.166666666666673	8.366666666666672	7.4333333333333425	8.33333333333334	8.433333333333339										California	Ontario	Aargau	Aargau	Aargau	California	California										United States	Canada	Switzerland	Switzerland	Switzerland	United States	United States									
Shinyanga, Tanzania	554.0643816352557	230.33035168433992	5.977777777777792	2.510766938065719	3	817.688548087431	256.55730600642704	587.9472908119089														2.43333333333336	7.933333333333341	7.566666666666675														California	Aargau	Aargau														United States	Switzerland	Switzerland													
Worcester, South Africa	551.8986485046138	276.3357197582586	8.200000000000006	0.4169998667732253	4	826.1931225159195	683.2845029327001	93.46334113957573	604.6536274302598													8.766666666666671	7.6000000000000085	8.300000000000006	8.13333333333334													California	California	Pennsylvania	Aargau													United States	United States	United States	Switzerland												
Ngaoundéré, Cameroon	549.9419681623976	69.38850146283576	7.825000000000007	0.41924204093684075	4	525.9589195885817	509.1969464742496	668.7029117735194	495.90909481323985													8.300000000000006	7.166666666666677	8.03333333333334	7.800000000000008													New South Wales	Aargau	Aargau	Aargau													Australia	Switzerland	Switzerland	Switzerland												
Ziguinchor, Senegal	547.2641917833208	830.7869828817749	7.650000000000008	0.5123475382979781	4	1986.0973839112485	62.117421736425065	55.241971941636486	85.59998954397325													6.766666666666678	7.866666666666674	7.966666666666674	8.000000000000007													North Carolina	Aargau	Aargau	Aargau													United States	Switzerland	Switzerland	Switzerland												
Tabora, Tanzania	543.5751947444528	249.71448338115414	7.6000000000000085	1.1384687571958672	4	576.9451925316184	255.90102931103266	928.8202906678783	412.6342664672817													8.266666666666673	5.633333333333349	8.13333333333334	8.366666666666672													Aargau	Mississippi	Alberta	Aargau													Switzerland	United States	Canada	Switzerland												
Ouargla, Algeria	543.2706543954463	185.31066993347582	7.908333333333341	0.3377828033251862	4	504.62954387739967	466.8556239430723	352.39499355183113	849.2024562094822													7.400000000000009	8.03333333333334	7.866666666666674	8.33333333333334													Aargau	Aargau	North Carolina	Aargau													Switzerland	Switzerland	United States	Switzerland												
Mbanza-Ngungu, Congo (Kinshasa)	530.5049259538781	349.5972835310455	7.933333333333341	0.26140645235596777	4	637.7663661906141	1048.1596469863084	133.959059248346	302.1346313902439													7.6000000000000085	8.300000000000006	7.800000000000008	8.03333333333334													New South Wales	Aargau	Aargau	Aargau													Australia	Switzerland	Switzerland	Switzerland												
Agadir, Morocco	528.6112400528934	0	7.9000000000000075	0	1	528.6112400528934																7.9000000000000075																California																United States															
Gashua, Nigeria	527.2205756916837	29.045597400209033	6.783333333333345	1.4499999999999948	2	556.2661730918928	498.17497829147476															5.33333333333335	8.23333333333334															Massachusetts	Aargau															United States	Switzerland														
