citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	dists16	dists17	dists18	dists19	dists20	dists21	dists22	dists23	dists24	dists25	dists26	dists27	dists28	dists29	dists30	dists31	dists32	dists33	dists34	dists35	dists36	dists37	dists38	dists39	dists40	dists41	dists42	dists43	dists44	dists45	dists46	dists47	dists48	dists49	dists50	dists51	dists52	dists53	dists54	dists55	dists56	dists57	dists58	dists59	dists60	dists61	dists62	dists63	dists64	dists65	dists66	dists67	dists68	dists69	dists70	dists71	dists72	dists73	dists74	dists75	dists76	dists77	dists78	dists79	dists80	dists81	dists82	dists83	dists84	dists85	dists86	dists87	dists88	dists89	dists90	dists91	dists92	dists93	dists94	dists95	dists96	dists97	dists98	dists99	dists100	dists101	dists102	dists103	dists104	dists105	dists106	dists107	dists108	dists109	dists110	dists111	dists112	dists113	dists114	dists115	dists116	dists117	dists118	dists119	dists120	dists121	dists122	dists123	dists124	dists125	dists126	dists127	dists128	dists129	dists130	dists131	dists132	dists133	dists134	dists135	dists136	dists137	dists138	dists139	dists140	dists141	dists142	dists143	dists144	dists145	dists146	dists147	dists148	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	times16	times17	times18	times19	times20	times21	times22	times23	times24	times25	times26	times27	times28	times29	times30	times31	times32	times33	times34	times35	times36	times37	times38	times39	times40	times41	times42	times43	times44	times45	times46	times47	times48	times49	times50	times51	times52	times53	times54	times55	times56	times57	times58	times59	times60	times61	times62	times63	times64	times65	times66	times67	times68	times69	times70	times71	times72	times73	times74	times75	times76	times77	times78	times79	times80	times81	times82	times83	times84	times85	times86	times87	times88	times89	times90	times91	times92	times93	times94	times95	times96	times97	times98	times99	times100	times101	times102	times103	times104	times105	times106	times107	times108	times109	times110	times111	times112	times113	times114	times115	times116	times117	times118	times119	times120	times121	times122	times123	times124	times125	times126	times127	times128	times129	times130	times131	times132	times133	times134	times135	times136	times137	times138	times139	times140	times141	times142	times143	times144	times145	times146	times147	times148	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	region16	region17	region18	region19	region20	region21	region22	region23	region24	region25	region26	region27	region28	region29	region30	region31	region32	region33	region34	region35	region36	region37	region38	region39	region40	region41	region42	region43	region44	region45	region46	region47	region48	region49	region50	region51	region52	region53	region54	region55	region56	region57	region58	region59	region60	region61	region62	region63	region64	region65	region66	region67	region68	region69	region70	region71	region72	region73	region74	region75	region76	region77	region78	region79	region80	region81	region82	region83	region84	region85	region86	region87	region88	region89	region90	region91	region92	region93	region94	region95	region96	region97	region98	region99	region100	region101	region102	region103	region104	region105	region106	region107	region108	region109	region110	region111	region112	region113	region114	region115	region116	region117	region118	region119	region120	region121	region122	region123	region124	region125	region126	region127	region128	region129	region130	region131	region132	region133	region134	region135	region136	region137	region138	region139	region140	region141	region142	region143	region144	region145	region146	region147	region148	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15	country16	country17	country18	country19	country20	country21	country22	country23	country24	country25	country26	country27	country28	country29	country30	country31	country32	country33	country34	country35	country36	country37	country38	country39	country40	country41	country42	country43	country44	country45	country46	country47	country48	country49	country50	country51	country52	country53	country54	country55	country56	country57	country58	country59	country60	country61	country62	country63	country64	country65	country66	country67	country68	country69	country70	country71	country72	country73	country74	country75	country76	country77	country78	country79	country80	country81	country82	country83	country84	country85	country86	country87	country88	country89	country90	country91	country92	country93	country94	country95	country96	country97	country98	country99	country100	country101	country102	country103	country104	country105	country106	country107	country108	country109	country110	country111	country112	country113	country114	country115	country116	country117	country118	country119	country120	country121	country122	country123	country124	country125	country126	country127	country128	country129	country130	country131	country132	country133	country134	country135	country136	country137	country138	country139	country140	country141	country142	country143	country144	country145	country146	country147	country148
Piedras Negras, Coahuila de Zaragoza, Mexico	1008.1636338446485	362.79441504407157	7.63833333333334	0.6634317347449272	20	1572.3391961861066	870.4404791444724	1368.1396381683326	1288.6697823428167	798.4710183450986	560.9247349004152	1271.017030156051	1100.7696126331982	1501.4050359201462	540.8717017897342	795.9556814702531	781.5512823122908	512.9895114268116	1690.4838846875214	784.4741804496329	1027.5151915185802	1271.7888828835103	415.8714243221339	1118.0915159378972	891.5028922979682																																																																																																																																		7.4333333333333425	7.966666666666674	7.4333333333333425	7.066666666666677	5.800000000000015	7.1333333333333435	6.566666666666679	8.500000000000005	7.833333333333341	8.100000000000007	8.500000000000005	8.633333333333338	7.333333333333343	8.200000000000006	7.966666666666674	7.533333333333342	7.9000000000000075	7.4333333333333425	7.466666666666676	7.966666666666674																																																																																																																																		New York	Connecticut	New York	Västerbotten	Pennsylvania	Pennsylvania	North Carolina	California	Florida	New York	Pennsylvania	Pennsylvania	Aargau	Alberta	California	Aargau	Michigan	Ontario	Ontario	Ontario																																																																																																																																		United States	United States	United States	Sweden	United States	United States	United States	United States	United States	United States	United States	United States	Switzerland	Canada	United States	Switzerland	United States	Canada	Canada	Canada																																																																																																																																	
Navojoa, Sonora, Mexico	993.9544998009646	515.3546913423764	7.229824561403518	1.2348684015802203	19	596.1927759689686	1221.6303788770535	660.9198587607112	343.7801652846415	1819.4858108544863	405.3885351523024	842.9973954403889	326.27487548892015	1304.3360649939827	1576.9492771550977	1222.464057281988	1452.5382576804243	744.1685328762276	780.8684134019855	283.3008252411493	2198.7827875054204	1045.3459502457322	1167.0427768341356	892.6687571747129																																																																																																																																			7.333333333333343	6.800000000000011	8.000000000000007	6.800000000000011	2.43333333333336	7.10000000000001	8.433333333333339	7.333333333333343	7.533333333333342	7.233333333333343	8.533333333333339	7.700000000000008	8.066666666666674	7.500000000000009	7.266666666666676	7.733333333333341	7.533333333333342	6.633333333333345	7.400000000000009																																																																																																																																			Ontario	Washington	New York	New York	Harjumaa	Pennsylvania	North Carolina	Pennsylvania	Alberta	Alberta	Alberta	Alberta	Aargau	Alberta	England	England	England	England	Ontario																																																																																																																																			Canada	United States	United States	United States	Estonia	United States	United States	United States	Canada	Canada	Canada	Canada	Switzerland	Canada	United Kingdom	United Kingdom	United Kingdom	United Kingdom	Canada																																																																																																																																		
Heroica Guaymas, Sonora, Mexico	980.1904591555544	1150.4573909053	7.358823529411772	1.0143112806662866	17	3092.98064847799	205.91860416003306	529.8221177123156	402.56737891480645	4570.920929532564	292.31271857047244	845.6001295295822	182.57396655311032	1067.973888712088	121.97597079119117	411.31310643682224	1813.20728196451	1222.681682564811	625.618045918464	396.3154039307155	513.0146229710762	368.44130890387254																																																																																																																																					6.36666666666668	6.466666666666679	6.600000000000012	5.666666666666682	4.900000000000018	8.13333333333334	8.266666666666673	8.066666666666674	6.866666666666678	8.166666666666673	7.166666666666677	8.266666666666673	8.166666666666673	7.666666666666675	8.366666666666672	8.000000000000007	7.966666666666674																																																																																																																																					New York	Massachusetts	Virginia	Michigan	England	North Carolina	Pennsylvania	Pennsylvania	North Carolina	North Carolina	Pennsylvania	Alberta	Aargau	Alberta	Alberta	Alberta	Aargau																																																																																																																																					United States	United States	United States	United States	United Kingdom	United States	United States	United States	United States	United States	United States	Canada	Switzerland	Canada	Canada	Canada	Switzerland																																																																																																																																				
Hermosillo, Sonora, Mexico	972.1553731200177	541.0480159231748	6.410256410256424	1.9056544119206287	26	801.8812717892895	1385.7342732375307	2070.891116594401	838.1931843470413	1134.1615644258964	1827.2480960519465	1328.623088243776	1441.7164018242952	265.6258688909721	1733.7947088155477	1521.4935707244188	285.3053541413393	1662.9401331424522	448.5848547238676	899.9418726574158	131.85141755401804	1419.223004084655	906.6921438861078	509.8589711484859	447.5638082582909	611.2521706207932	743.8652604118221	309.4171575160799	744.3305204585965	1344.0973021231214	461.75258544830245																																																																																																																												6.433333333333346	3.300000000000024	6.700000000000012	6.766666666666678	4.700000000000019	6.900000000000011	8.466666666666672	4.533333333333353	6.300000000000013	8.433333333333339	8.200000000000006	7.533333333333342	8.200000000000006	7.766666666666675	7.166666666666677	7.10000000000001	8.166666666666673	7.166666666666677	2.733333333333359	1.8000000000000278	2.366666666666694	6.900000000000011	6.700000000000012	7.666666666666675	6.800000000000011	7.866666666666674																																																																																																																												Oregon	Colorado	Missouri	Pennsylvania	California	Connecticut	New York	Florida	Pennsylvania	Florida	New York	Pennsylvania	Alberta	Pennsylvania	Aargau	Texas	Aargau	California	England	England	England	Aargau	Ontario	Ontario	Aargau	Ontario																																																																																																																												United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	Canada	United States	Switzerland	United States	Switzerland	United States	United Kingdom	United Kingdom	United Kingdom	Switzerland	Canada	Canada	Switzerland	Canada																																																																																																																											
Villahermosa, Tabasco, Mexico	971.5171119959639	323.67477533694836	7.201666666666675	1.2094293879530271	20	1113.3173782308559	1095.4378054452436	1309.6525079022335	603.3650914222219	1246.4072931481057	1112.5398506251206	1298.081316263523	729.0887131814158	1108.5641194528114	823.8594001698423	917.7023103245655	740.2951667434453	1838.306011675012	1198.8196538534253	746.7015569294912	818.077801875683	496.85818293233507	1039.387952313934	776.6084810041369	417.2716464258815																																																																																																																																		7.30000000000001	4.933333333333351	7.30000000000001	8.066666666666674	5.833333333333348	5.2666666666666835	6.033333333333347	7.733333333333341	8.23333333333334	7.800000000000008	4.933333333333351	7.700000000000008	5.900000000000015	8.266666666666673	7.566666666666675	8.600000000000005	7.9000000000000075	8.466666666666672	8.666666666666671	7.533333333333342																																																																																																																																		Unknown	Unknown	Unknown	Missouri	Massachusetts	Georgia	California	Texas	Pennsylvania	Ontario	Ontario	New York	Florida	Pennsylvania	New York	Pennsylvania	Pennsylvania	Alberta	Pennsylvania	Aargau																																																																																																																																		Unknown	Unknown	Unknown	United States	United States	United States	United States	United States	United States	Canada	Canada	United States	United States	United States	United States	United States	United States	Canada	United States	Switzerland																																																																																																																																	
Veracruz, Veracruz, Mexico	933.2870511926244	1200.4467332567383	6.767901234567912	1.5853620915862694	27	988.5667892763158	405.5270274256688	211.95178860291222	1405.7826609064002	138.32940872092496	1229.4283222612146	1522.800588490415	804.1972821825237	337.4113467862206	1474.6115470779448	272.43493310243497	551.2601966305374	243.84026116655932	999.288056736597	712.9512451363571	304.30684027218257	5393.746353024316	427.1414578851178	4133.079258558756	172.35384568275134	1824.9357723532248	135.1803402181856	459.28595382164053	193.44782456645754	92.55437982707356	662.7036402933903	101.63326119473321																																																																																																																											5.43333333333335	5.466666666666683	5.366666666666683	6.466666666666679	7.400000000000009	7.033333333333344	4.666666666666686	6.733333333333345	7.366666666666676	7.933333333333341	6.766666666666678	7.500000000000009	7.733333333333341	7.466666666666676	7.10000000000001	8.633333333333338	7.20000000000001	4.600000000000019	0.6000000000000254	7.633333333333342	8.166666666666673	8.266666666666673	7.466666666666676	7.333333333333343	7.366666666666676	7.4333333333333425	7.6000000000000085																																																																																																																											New York	Thuringia	New Jersey	New York	New York	New York	Illinois	North Brabant	New York	California	Florida	California	Alberta	Pennsylvania	Alberta	Alberta	Alberta	Alberta	Alberta	Aargau	Texas	Aargau	Ontario	Aargau	Ontario	Alberta	Ontario																																																																																																																											United States	Germany	United States	United States	United States	United States	United States	Netherlands	United States	United States	United States	United States	Canada	United States	Canada	Canada	Canada	Canada	Canada	Switzerland	United States	Switzerland	Canada	Switzerland	Canada	Canada	Canada																																																																																																																										
Monclova, Coahuila de Zaragoza, Mexico	931.5134453711552	1196.6533508779205	7.305797101449284	1.069681074593847	23	1590.4741287339282	1038.8530876000289	267.48916848039613	823.5938867468137	5407.182606293761	552.0029359111825	705.126980430359	552.1224979168446	1042.644984229632	558.112366661975	547.9603340028809	3701.295691578137	879.4379146887647	696.3764362209023	82.27567323657108	637.8719374146469	30.633495090745043	527.5164024657936	186.83665411031723	217.0096103306751	197.75416283735524	490.2423189871647	691.9959695676947																																																																																																																															6.2000000000000135	4.833333333333352	8.633333333333338	7.033333333333344	8.433333333333339	7.933333333333341	7.033333333333344	8.200000000000006	7.866666666666674	7.666666666666675	7.733333333333341	4.433333333333353	7.800000000000008	8.13333333333334	6.433333333333346	7.933333333333341	6.133333333333347	8.200000000000006	7.500000000000009	7.20000000000001	8.03333333333334	8.000000000000007	6.6666666666666785																																																																																																																															Washington	New Jersey	Illinois	Illinois	Massachusetts	New York	Florida	California	Pennsylvania	Pennsylvania	Pennsylvania	Texas	Pennsylvania	Pennsylvania	Pennsylvania	Pennsylvania	Pennsylvania	Pennsylvania	Saxony	Saxony	Aargau	Aargau	Ontario																																																																																																																															United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	Germany	Germany	Switzerland	Switzerland	Canada																																																																																																																														
Mazatán, Sonora, Mexico	909.427194866522	638.1045510709109	6.989743589743598	2.0860294191771516	13	1151.4977757129805	1142.772508801151	856.74566988981	368.78539985029	1513.032390813027	316.4712850263916	241.49336628329726	27.163120667137683	1370.8296068679167	282.37504790256884	679.2813754695153	2234.1747489100385	1637.931237070662																																																																																																																																									0.13333333333335884	7.400000000000009	7.666666666666675	6.16666666666668	8.600000000000005	7.633333333333342	7.766666666666675	7.9000000000000075	8.400000000000006	7.966666666666674	7.700000000000008	6.400000000000013	7.1333333333333435																																																																																																																																									British Columbia	Pennsylvania	Pennsylvania	Pennsylvania	Alberta	Pennsylvania	Pennsylvania	Pennsylvania	Alberta	Pennsylvania	Aargau	Aargau	Ontario																																																																																																																																									Canada	United States	United States	United States	Canada	United States	United States	United States	Canada	United States	Switzerland	Switzerland	Canada																																																																																																																																								
Tuxtla, Chiapas, Mexico	897.4359570750195	615.3792867110851	7.411594202898559	0.9871937827991548	23	959.6236627603867	1424.8357518842608	1233.4363785917042	104.26930953341058	1402.125260054594	1454.918000133681	990.6298795336892	54.2516628929469	1879.3639761794498	1080.3493276756876	930.0679373256945	249.56513332699663	762.7054051645013	2266.8193584212486	907.0805971326711	953.1583518641012	207.71064140253463	1604.6737244780138	1333.9607516528906	79.04050445294918	241.83344134186527	322.81641117278565	197.79154574938303																																																																																																																															7.000000000000011	8.266666666666673	7.833333333333341	7.266666666666676	8.03333333333334	6.600000000000012	8.400000000000006	7.866666666666674	7.833333333333341	4.40000000000002	7.733333333333341	8.300000000000006	7.700000000000008	8.166666666666673	8.166666666666673	8.433333333333339	7.033333333333344	6.700000000000012	7.500000000000009	5.800000000000015	5.700000000000015	8.066666666666674	7.666666666666675																																																																																																																															Massachusetts	New York	Texas	Texas	Washington	Pennsylvania	Alberta	Alberta	England	England	Aargau	Alberta	California	Saxony	Pennsylvania	Aargau	Ontario	Colorado	Colorado	Saarland	Saarland	Ontario	Ontario																																																																																																																															United States	United States	United States	United States	United States	United States	Canada	Canada	United Kingdom	United Kingdom	Switzerland	Canada	United States	Germany	United States	Switzerland	Canada	United States	United States	Germany	Germany	Canada	Canada																																																																																																																														
Campeche, Campeche, Mexico	893.8886057775725	392.6451509495606	7.053846153846165	1.4171440198203373	26	1374.2040761558994	829.9611455165046	1322.9680317419088	933.6740550190109	1072.5238356779532	643.950706276426	1567.6368899047477	1041.7026246725854	1175.148415605918	529.0434061915721	997.046812267427	725.097401418029	903.4780417963708	1457.249350547795	1506.1230392011091	804.9960737719629	720.0214523027541	679.5755045093141	223.3040581289496	1116.7951956555207	891.191886559	1086.2300532868694	40.29159907494037	786.5382979137726	61.34652530838004	751.0052717121671																																																																																																																												7.633333333333342	6.466666666666679	5.966666666666681	5.833333333333348	6.600000000000012	5.000000000000018	8.100000000000007	5.7333333333333485	7.233333333333343	7.1333333333333435	6.833333333333345	7.966666666666674	7.6000000000000085	7.933333333333341	8.23333333333334	8.633333333333338	7.20000000000001	7.833333333333341	6.700000000000012	7.566666666666675	1.5666666666666937	8.23333333333334	8.200000000000006	7.666666666666675	7.266666666666676	8.266666666666673																																																																																																																												Unknown	Unknown	Unknown	Scotland	Louisiana	New York	New South Wales	Illinois	Oregon	Missouri	Quebec	New York	North Carolina	Pennsylvania	Aargau	California	Alberta	Aargau	England	England	North Rhine-Westphalia	Alberta	Alberta	Ontario	Ontario	Ontario																																																																																																																												Unknown	Unknown	Unknown	United Kingdom	United States	United States	Australia	United States	United States	United States	Canada	United States	United States	United States	Switzerland	United States	Canada	Switzerland	United Kingdom	United Kingdom	Germany	Canada	Canada	Canada	Canada	Canada																																																																																																																											
Portland, Maine, United States	890.1093106052112	1594.2351630467913	7.7800000000000065	0.32290349435499444	5	68.44780257441973	91.86656102719289	4077.5307716539883	45.52722433201223	167.17419343844307																																																																																																																																																	8.100000000000007	7.633333333333342	7.633333333333342	8.200000000000006	7.333333333333343																																																																																																																																																	New York	Florida	Alberta	Pennsylvania	Ontario																																																																																																																																																	United States	United States	Canada	United States	Canada																																																																																																																																																
West Jordan, Utah, United States	810.2927281645311	797.090792225249	5.891666666666682	1.610447660331328	4	2171.0928837072415	555.2226618124556	338.84514808518304	176.0102190532443																																																																																																																																																		4.100000000000021	4.5000000000000195	7.20000000000001	7.766666666666675																																																																																																																																																		British Columbia	Virginia	Alberta	Ontario																																																																																																																																																		Canada	United States	Canada	Canada																																																																																																																																																	
Sparks, Nevada, United States	801.3149175892908	763.1711275384102	6.8037037037037145	1.5410790226928004	9	169.33712791853273	281.2761436172008	2794.8002110706034	688.84967274123	749.8634522438578	313.3056895168537	935.7239657036164	1009.5178599695141	269.1601355222075																																																																																																																																													3.933333333333355	4.566666666666686	6.26666666666668	6.900000000000011	8.733333333333338	7.700000000000008	6.966666666666677	8.13333333333334	8.03333333333334																																																																																																																																													Michigan	Illinois	New York	California	Florida	Aargau	Ontario	Ontario	Aargau																																																																																																																																													United States	United States	United States	United States	United States	Switzerland	Canada	Canada	Switzerland																																																																																																																																												
Puerto Vallarta, Jalisco, Mexico	789.8249352944308	477.30781912280895	6.4307692307692434	1.2576916542511132	13	1366.175148885975	448.25029741625184	1605.7752289776195	1454.816329977896	449.4683669822391	21.212486700483463	971.543964547629	882.3880466548936	520.237418016822	757.1204598573099	38.71576444677012	831.9121370525872	920.1085093111255																																																																																																																																									6.300000000000013	8.100000000000007	6.300000000000013	4.666666666666686	5.866666666666681	5.866666666666681	6.800000000000011	3.333333333333357	6.900000000000011	7.466666666666676	7.20000000000001	6.900000000000011	7.9000000000000075																																																																																																																																									New York	Pennsylvania	Pennsylvania	Pennsylvania	Pennsylvania	Pennsylvania	Alberta	California	Alberta	Burgenland	Michigan	Ontario	Ontario																																																																																																																																									United States	United States	United States	United States	United States	United States	Canada	United States	Canada	Austria	United States	Canada	Canada																																																																																																																																								
Yuba City, California, United States	767.5969331523728	0	7.366666666666676	0	1	767.5969331523728																																																																																																																																																					7.366666666666676																																																																																																																																																					Ontario																																																																																																																																																					Canada																																																																																																																																																				
