citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	dists16	dists17	dists18	dists19	dists20	dists21	dists22	dists23	dists24	dists25	dists26	dists27	dists28	dists29	dists30	dists31	dists32	dists33	dists34	dists35	dists36	dists37	dists38	dists39	dists40	dists41	dists42	dists43	dists44	dists45	dists46	dists47	dists48	dists49	dists50	dists51	dists52	dists53	dists54	dists55	dists56	dists57	dists58	dists59	dists60	dists61	dists62	dists63	dists64	dists65	dists66	dists67	dists68	dists69	dists70	dists71	dists72	dists73	dists74	dists75	dists76	dists77	dists78	dists79	dists80	dists81	dists82	dists83	dists84	dists85	dists86	dists87	dists88	dists89	dists90	dists91	dists92	dists93	dists94	dists95	dists96	dists97	dists98	dists99	dists100	dists101	dists102	dists103	dists104	dists105	dists106	dists107	dists108	dists109	dists110	dists111	dists112	dists113	dists114	dists115	dists116	dists117	dists118	dists119	dists120	dists121	dists122	dists123	dists124	dists125	dists126	dists127	dists128	dists129	dists130	dists131	dists132	dists133	dists134	dists135	dists136	dists137	dists138	dists139	dists140	dists141	dists142	dists143	dists144	dists145	dists146	dists147	dists148	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	times16	times17	times18	times19	times20	times21	times22	times23	times24	times25	times26	times27	times28	times29	times30	times31	times32	times33	times34	times35	times36	times37	times38	times39	times40	times41	times42	times43	times44	times45	times46	times47	times48	times49	times50	times51	times52	times53	times54	times55	times56	times57	times58	times59	times60	times61	times62	times63	times64	times65	times66	times67	times68	times69	times70	times71	times72	times73	times74	times75	times76	times77	times78	times79	times80	times81	times82	times83	times84	times85	times86	times87	times88	times89	times90	times91	times92	times93	times94	times95	times96	times97	times98	times99	times100	times101	times102	times103	times104	times105	times106	times107	times108	times109	times110	times111	times112	times113	times114	times115	times116	times117	times118	times119	times120	times121	times122	times123	times124	times125	times126	times127	times128	times129	times130	times131	times132	times133	times134	times135	times136	times137	times138	times139	times140	times141	times142	times143	times144	times145	times146	times147	times148	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	region16	region17	region18	region19	region20	region21	region22	region23	region24	region25	region26	region27	region28	region29	region30	region31	region32	region33	region34	region35	region36	region37	region38	region39	region40	region41	region42	region43	region44	region45	region46	region47	region48	region49	region50	region51	region52	region53	region54	region55	region56	region57	region58	region59	region60	region61	region62	region63	region64	region65	region66	region67	region68	region69	region70	region71	region72	region73	region74	region75	region76	region77	region78	region79	region80	region81	region82	region83	region84	region85	region86	region87	region88	region89	region90	region91	region92	region93	region94	region95	region96	region97	region98	region99	region100	region101	region102	region103	region104	region105	region106	region107	region108	region109	region110	region111	region112	region113	region114	region115	region116	region117	region118	region119	region120	region121	region122	region123	region124	region125	region126	region127	region128	region129	region130	region131	region132	region133	region134	region135	region136	region137	region138	region139	region140	region141	region142	region143	region144	region145	region146	region147	region148	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15	country16	country17	country18	country19	country20	country21	country22	country23	country24	country25	country26	country27	country28	country29	country30	country31	country32	country33	country34	country35	country36	country37	country38	country39	country40	country41	country42	country43	country44	country45	country46	country47	country48	country49	country50	country51	country52	country53	country54	country55	country56	country57	country58	country59	country60	country61	country62	country63	country64	country65	country66	country67	country68	country69	country70	country71	country72	country73	country74	country75	country76	country77	country78	country79	country80	country81	country82	country83	country84	country85	country86	country87	country88	country89	country90	country91	country92	country93	country94	country95	country96	country97	country98	country99	country100	country101	country102	country103	country104	country105	country106	country107	country108	country109	country110	country111	country112	country113	country114	country115	country116	country117	country118	country119	country120	country121	country122	country123	country124	country125	country126	country127	country128	country129	country130	country131	country132	country133	country134	country135	country136	country137	country138	country139	country140	country141	country142	country143	country144	country145	country146	country147	country148
Hartford, South Dakota, United States	277.2913576151673	160.68518229131246	6.3444444444444565	2.18869147445919	9	256.05539316708274	288.61624832237794	56.522549513146124	262.7731851758439	289.74686880945353	288.0911956016546	99.04251786293257	665.4398162176434	289.3344438663712																																																																																																																																													1.0000000000000253	7.266666666666676	4.3333333333333535	6.400000000000013	7.166666666666677	8.03333333333334	7.733333333333341	8.33333333333334	6.833333333333345																																																																																																																																													Texas	Illinois	New Jersey	New York	Michigan	Ontario	Pennsylvania	Aargau	Ontario																																																																																																																																													United States	United States	United States	United States	United States	Canada	United States	Switzerland	Canada																																																																																																																																												
Davenport, Iowa, United States	276.32642485141565	185.14493556752637	5.4523809523809685	1.6190196076008159	7	343.4100268184868	43.99374478425825	667.0641965382654	229.28850178662702	135.65538584742657	312.57855118446986	202.29456700037545																																																																																																																																															4.40000000000002	7.333333333333343	2.9000000000000252	7.800000000000008	5.666666666666682	5.833333333333348	4.233333333333354																																																																																																																																															New Jersey	Missouri	New York	Västerbotten	Alberta	Texas	New Hampshire																																																																																																																																															United States	United States	United States	Sweden	Canada	United States	United States																																																																																																																																														
Fresno, California, United States	275.4897315207969	122.21512324522924	7.760000000000008	0.5195724738239639	5	120.8595882483378	366.09075678514307	458.45750164794896	184.29306415624782	247.7477467663067																																																																																																																																																	7.933333333333341	6.766666666666678	8.266666666666673	7.800000000000008	8.03333333333334																																																																																																																																																	New York	Thuringia	Alberta	Aargau	Aargau																																																																																																																																																	United States	Germany	Canada	Switzerland	Switzerland																																																																																																																																																
Nashua, New Hampshire, United States	273.88357341139005	214.42419640554138	5.7958333333333485	1.694717077338339	8	112.96151941646785	259.62988901100084	590.3819290977123	49.54143790626294	275.38835825031975	154.4223535822636	94.41325326780373	654.3298467592895																																																																																																																																														7.500000000000009	7.4333333333333425	2.9666666666666917	4.766666666666685	6.833333333333345	5.833333333333348	7.400000000000009	3.633333333333356																																																																																																																																														New York	Florida	Florida	New York	Aargau	Alberta	Alberta	Vienna																																																																																																																																														United States	United States	United States	United States	Switzerland	Canada	Canada	Austria																																																																																																																																													
Springfield, Massachusetts, United States	273.58562925065405	427.4878638085002	5.894117647058837	2.2811313353609592	17	62.059736199776744	3.57028110578543	36.134651605694614	797.8244324602961	1110.2469391332947	1444.4247350465844	35.3887165729357	23.96314471037043	43.457648495519294	70.05850501380903	602.8361423887181	25.237601158717435	48.22262699528301	28.480062576609832	137.41955807431634	150.90890876690602	30.722006956501446																																																																																																																																					3.966666666666688	7.933333333333341	6.433333333333346	1.4666666666666934	4.700000000000019	6.866666666666678	1.0333333333333588	2.566666666666693	5.300000000000017	7.833333333333341	7.766666666666675	7.166666666666677	7.533333333333342	7.6000000000000085	8.100000000000007	7.866666666666674	6.066666666666681																																																																																																																																					California	New Jersey	Texas			Thuringia	Pennsylvania	Pennsylvania	Florida	North Carolina	Pennsylvania	Pennsylvania	California	Pennsylvania	Pennsylvania	Alberta	California																																																																																																																																					United States	United States	United States	None	None	Germany	United States	United States	United States	United States	United States	United States	United States	United States	United States	Canada	United States																																																																																																																																				
Barrie, Ontario, Canada	273.063842148479	460.45372020203286	7.177173913043489	1.0475867061739152	92	22.226155730874424	1510.2403818299424	1558.9711511322278	334.5437525760036	123.13438920964114	441.8653241498336	368.5972227507864	1869.6554146477724	136.2981430592279	97.8914337024033	199.97595042815314	51.132082022620935	171.6409551699154	2332.601010104722	256.13874424831295	2133.2283119774356	776.9462856558439	1956.8800381220328	193.41754456053306	120.07184314365628	127.37793100051586	199.54502155659245	148.3266418984128	242.5596288903311	133.45911165903468	117.6095585204053	160.9032722723588	108.2153758907715	189.67347046061874	273.0898370150672	148.50815579043737	299.40747141072956	17.730823962845722	366.80241776319184	58.367592762148874	227.66357213372999	42.78426629509034	64.32618898895295	55.875051183280824	236.71899819787743	276.63261416836554	15.186409426043454	137.5157523010258	16.723491009575465	140.70872797018407	31.20884529844006	291.13563324725675	101.60662920384266	95.72295506696287	33.311990382673514	35.110564391246875	190.88366459945686	102.90379285185637	352.0063364368269	154.52878965023274	329.64761016339315	322.3459640390689	41.36184713316356	115.28404808981291	192.62570503079286	127.95640632071071	269.6494906339831	260.9298739639492	450.84574762803675	40.33445764019526	168.50204325121544	198.7064113448854	40.52295406731985	29.838669084740953	943.9501661000749	43.12425576794895	19.05379171060523	148.9018275642351	40.99839265095161	13.05989578648773	65.71529555834431	132.14338883817487	317.8535905815034	31.395815963659427	35.98383730459053	24.870916132884616	22.068959903180286	433.7445358251456	32.8904577458929	39.286416328449654	83.44654910717827	43.30876228895214	17.70749236656046	30.205895737760326	19.86385337075215	29.38729717752634	114.7741375796188																																																										4.5000000000000195	7.166666666666677	8.300000000000006	4.40000000000002	7.1333333333333435	7.366666666666676	7.833333333333341	7.6000000000000085	6.733333333333345	7.266666666666676	6.800000000000011	7.500000000000009	5.766666666666682	8.066666666666674	6.26666666666668	6.533333333333346	6.733333333333345	4.700000000000019	7.10000000000001	6.933333333333344	7.233333333333343	7.233333333333343	7.466666666666676	8.166666666666673	7.500000000000009	3.7333333333333556	7.6000000000000085	8.500000000000005	6.2000000000000135	6.766666666666678	7.6000000000000085	6.6666666666666785	8.066666666666674	5.133333333333351	5.133333333333351	8.000000000000007	8.23333333333334	6.600000000000012	7.30000000000001	8.000000000000007	7.566666666666675	7.733333333333341	7.166666666666677	8.200000000000006	7.30000000000001	7.666666666666675	8.433333333333339	8.000000000000007	7.833333333333341	8.166666666666673	7.9000000000000075	6.6666666666666785	7.4333333333333425	7.500000000000009	6.233333333333347	7.866666666666674	8.066666666666674	7.833333333333341	8.266666666666673	6.2000000000000135	6.733333333333345	6.033333333333347	6.700000000000012	7.400000000000009	7.1333333333333435	7.6000000000000085	7.9000000000000075	7.733333333333341	8.23333333333334	4.533333333333353	6.866666666666678	8.200000000000006	8.466666666666672	4.933333333333351	8.500000000000005	8.166666666666673	6.866666666666678	6.466666666666679	6.100000000000014	6.633333333333345	7.633333333333342	7.966666666666674	5.23333333333335	6.966666666666677	8.13333333333334	7.400000000000009	7.500000000000009	8.366666666666672	7.766666666666675	8.33333333333334	8.200000000000006	7.733333333333341																																																										Ontario	Indiana	Minnesota	New York	New York	Pennsylvania	California	Washington	Pennsylvania	Pennsylvania	Connecticut	Connecticut	New York	Pennsylvania	California	Pennsylvania	Pennsylvania	Pennsylvania	Massachusetts	Pennsylvania	Pennsylvania	North Carolina	North Carolina	North Carolina	Florida	New York	North Carolina	California	Pennsylvania	Pennsylvania	Pennsylvania	Pennsylvania	Florida	New York	Pennsylvania	Aargau	North Carolina	Pennsylvania	Alberta	Aargau	Pennsylvania	Alberta	Pennsylvania	Alberta	Pennsylvania	Alberta	Pennsylvania	Aargau	Aargau	Alberta	Alberta	Saxony	Aargau	Aargau	Pennsylvania	Aargau	Aargau	Aargau	California	California	Aargau	Baden-Württemberg	England	England	Aargau	Aargau	Aargau	Aargau	Alberta	Brussels Capital	Aargau	Alberta	Aargau	Ontario	Alberta	California	Colorado	Colorado	Ontario	Ontario	Ontario	Ontario	Saarland	Saarland	Ontario	Aargau	Ontario	Ontario	Ontario	Alberta	Ontario	Aargau																																																										Canada	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	Switzerland	United States	United States	Canada	Switzerland	United States	Canada	United States	Canada	United States	Canada	United States	Switzerland	Switzerland	Canada	Canada	Germany	Switzerland	Switzerland	United States	Switzerland	Switzerland	Switzerland	United States	United States	Switzerland	Germany	United Kingdom	United Kingdom	Switzerland	Switzerland	Switzerland	Switzerland	Canada	Belgium	Switzerland	Canada	Switzerland	Canada	Canada	United States	United States	United States	Canada	Canada	Canada	Canada	Germany	Germany	Canada	Switzerland	Canada	Canada	Canada	Canada	Canada	Switzerland																																																									
Manzanillo, Cuba	272.6263544227531	281.47564678834044	7.478455284552855	1.3986769973269253	82	171.19622322968914	1444.707701319208	178.80998098892294	180.2511358599981	192.52189361649584	73.65480768407842	308.54620868166114	463.917661483789	70.01472196482308	272.7107701941178	99.853015559032	131.2785949919055	251.3765116309646	241.6849277551801	131.44397785121438	223.08151230116684	1162.7819552811047	1138.3466087399386	534.2398406208998	168.2138029633778	515.9360681191556	7.149206154139088	91.88827596495948	547.9026979426377	229.63205522216933	151.28610656060806	361.93820637944077	31.49461567017394	279.69703604559055	450.9511017620931	405.39757504098685	329.6477314794125	52.73029718574823	227.46113448046194	121.65902009126121	283.21163569921606	39.638376792313956	67.08579895070204	416.23453697105	182.6961447884633	120.46917559491898	244.52410962063723	215.4244947143645	91.43212901387228	197.9137702652009	209.04432483925444	61.16313986053204	1513.841290881498	545.5212289270997	9.630291197512353	294.67550871302916	100.51354380880402	285.453950789311	145.16901071311608	70.94934931973525	288.85928102852967	100.56120685168031	56.11090856570327	48.077297899425844	472.8973700920986	48.628819798370984	147.6447723859817	295.55358594804267	565.5873347494233	20.514551326254	46.161655691068376	57.16784881062754	424.8603131186288	460.7006422061979	219.8561545036275	310.4321205071509	157.41275301607754	64.2419986847593	205.45427350588832	205.45427350588832	530.3433373959157	465.98616636309	195.4535874111584	316.67861134107113	47.682162025111474	191.39128782616442	73.65395583078295																																																																				7.4333333333333425	4.600000000000019	7.566666666666675	5.833333333333348	8.000000000000007	8.33333333333334	8.366666666666672	7.933333333333341	6.866666666666678	5.700000000000015	6.36666666666668	7.266666666666676	8.000000000000007	7.500000000000009	8.100000000000007	7.10000000000001	6.966666666666677	7.066666666666677	5.7333333333333485	1.0000000000000253	6.933333333333344	7.733333333333341	8.200000000000006	8.433333333333339	3.300000000000024	8.366666666666672	8.400000000000006	8.433333333333339	7.966666666666674	8.466666666666672	8.03333333333334	7.6000000000000085	6.633333333333345	8.566666666666672	7.966666666666674	8.266666666666673	8.03333333333334	8.400000000000006	8.066666666666674	7.966666666666674	8.433333333333339	8.100000000000007	8.500000000000005	8.13333333333334	8.400000000000006	7.4333333333333425	7.233333333333343	6.566666666666679	7.633333333333342	8.200000000000006	8.600000000000005	8.23333333333334	7.9000000000000075	8.366666666666672	7.466666666666676	8.23333333333334	7.766666666666675	7.666666666666675	7.066666666666677	6.766666666666678	7.666666666666675	8.400000000000006	3.4333333333333567	7.933333333333341	7.533333333333342	7.6000000000000085	8.533333333333339	8.400000000000006	8.300000000000006	1.733333333333361	6.433333333333346	8.000000000000007	8.500000000000005	7.666666666666675	7.966666666666674	8.066666666666674	7.933333333333341	7.800000000000008	7.966666666666674	8.600000000000005	8.13333333333334	8.433333333333339																																																																				California	Washington	Illinois	Manitoba	Connecticut	California	Pennsylvania	Pennsylvania	Illinois	North Carolina	North Carolina	North Carolina	North Carolina	Pennsylvania	Pennsylvania	North Carolina	Ontario	Ontario	North Carolina	Florida	New York	California	North Carolina	California	Pennsylvania	California	California	California	Pennsylvania	Florida	New York	Florida	New York	North Carolina	Aargau	Pennsylvania	Pennsylvania	Pennsylvania	Alberta	Alberta	Alberta	Pennsylvania	North Carolina	Pennsylvania	Aargau	Aargau	Aargau	Georgia	Aargau	Alberta	Alberta	Alberta	Saxony	Saxony	Aargau	Aargau	Florida	Aargau	Aargau	Michigan	Michigan	California	Indiana	Aargau	Michigan	New York	Alberta	Alberta	Aargau	Ontario	Ontario	Aargau	Alberta	Ontario	Ontario	Aargau	Ontario	Aargau	Ontario	Alberta	Ontario	Aargau																																																																				United States	United States	United States	Canada	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	Canada	Canada	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	Switzerland	United States	United States	United States	Canada	Canada	Canada	United States	United States	United States	Switzerland	Switzerland	Switzerland	United States	Switzerland	Canada	Canada	Canada	Germany	Germany	Switzerland	Switzerland	United States	Switzerland	Switzerland	United States	United States	United States	United States	Switzerland	United States	United States	Canada	Canada	Switzerland	Canada	Canada	Switzerland	Canada	Canada	Canada	Switzerland	Canada	Switzerland	Canada	Canada	Canada	Switzerland																																																																			
San Antonio, Texas, United States	272.57569321818283	196.79710437002007	5.871428571428585	2.238865115812628	14	338.8204014318837	755.8726820972479	242.74369855800714	179.45867870268313	283.740935362768	224.1729475480306	208.15723355386146	82.76803815366125	193.79169498033326	81.94292444139077	206.5258480327739	650.7731011862053	335.75997155675134	31.531549448962302																																																																																																																																								1.8666666666666947	3.766666666666689	0.9333333333333587	7.966666666666674	7.9000000000000075	8.733333333333338	6.766666666666678	5.966666666666681	6.600000000000012	5.700000000000015	6.600000000000012	6.000000000000014	5.066666666666684	8.33333333333334																																																																																																																																										Washington	New York	Alberta	Pennsylvania	Washington	Vermont	Arizona	British Columbia	Aargau	Ontario	Ontario	Ontario																																																																																																																																								None	None	United States	United States	Canada	United States	United States	United States	United States	Canada	Switzerland	Canada	Canada	Canada																																																																																																																																							
Holguín, Cuba	272.07387335434254	257.04052033645684	7.404040404040414	1.2662082523956488	66	438.4126666733065	330.6122892480818	52.288669279430884	461.58239623187353	189.7551980841678	139.9149632464501	811.9556760670139	105.41447394891627	594.7273533640691	301.26897633304173	268.6075897490968	63.534452054928444	577.7008655135215	650.7904498492998	56.65362591059421	196.53872479747	287.0605614048384	227.67078674404405	112.10798388383735	40.037402529289835	139.33935879541147	486.4434977095765	186.23018144765246	144.85328037935588	363.4236388538438	554.5163653250523	363.44970615611203	437.45966312035665	55.66402585014862	351.79379969825897	460.45072309394527	79.13785660069145	322.50805497737235	64.05470824183142	101.35948576124619	40.235617334733504	137.84033478926776	421.49138335541386	78.02774170558274	164.55578168120758	658.9183433725669	65.76280404427074	173.54735954627995	64.77647544670323	1683.4528740691067	281.209041849216	170.3938049536412	87.48452851098727	544.3770578217028	498.63753026026137	256.86099452030544	330.6122892480818	166.741012521019	196.53872479747	315.8697267968852	385.45474786415235	485.2586387473429	67.30480352093917	34.962878316310025	40.613467065939474	77.77788787494106	138.79292601121384	51.66893090272581	146.01997081172942	82.38019111407768	91.98832160841238																																																																																				7.833333333333341	6.733333333333345	8.266666666666673	6.833333333333345	8.23333333333334	8.600000000000005	7.10000000000001	6.26666666666668	6.966666666666677	8.266666666666673	8.433333333333339	8.500000000000005	7.766666666666675	7.4333333333333425	3.5666666666666895	6.26666666666668	7.966666666666674	5.7333333333333485	4.866666666666685	4.3333333333333535	6.966666666666677	8.366666666666672	8.200000000000006	7.066666666666677	8.600000000000005	8.23333333333334	8.433333333333339	8.366666666666672	7.833333333333341	8.33333333333334	6.433333333333346	8.400000000000006	8.466666666666672	3.7333333333333556	7.833333333333341	8.100000000000007	7.833333333333341	7.933333333333341	7.766666666666675	8.03333333333334	7.733333333333341	7.000000000000011	8.466666666666672	7.633333333333342	6.700000000000012	6.866666666666678	6.400000000000013	8.33333333333334	7.9000000000000075	8.03333333333334	8.03333333333334	8.066666666666674	7.566666666666675	7.866666666666674	6.866666666666678	5.400000000000016	2.833333333333359	8.166666666666673	7.066666666666677	7.733333333333341	7.30000000000001	8.733333333333338	8.666666666666671	8.533333333333339	8.066666666666674	7.800000000000008																																																																																				Missouri	Illinois	Washington	Harjumaa	Connecticut	Pennsylvania	Massachusetts	New York	Florida	North Carolina	Pennsylvania	Florida	New York	Florida	New York	Aargau	Alberta	British Columbia	Florida	New York	Aargau	California	North Carolina	California	Pennsylvania	Alberta	Alberta	Pennsylvania	Aargau	Pennsylvania	Aargau	Alberta	Pennsylvania	North Holland	North Holland	Aargau	New York	California	Aargau	Aargau	New York	Arizona	California	Aargau	England	England	Aargau	Alberta	Aargau	Aargau	Ontario	Ontario	Ontario	Ontario	Texas	Saarland	Saarland	England	Ontario	Ontario	Ontario	Alberta	Alberta	California	Ontario	Ontario																																																																																				United States	United States	United States	Estonia	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	Switzerland	Canada	Canada	United States	United States	Switzerland	United States	United States	United States	United States	Canada	Canada	United States	Switzerland	United States	Switzerland	Canada	United States	Netherlands	Netherlands	Switzerland	United States	United States	Switzerland	Switzerland	United States	United States	United States	Switzerland	United Kingdom	United Kingdom	Switzerland	Canada	Switzerland	Switzerland	Canada	Canada	Canada	Canada	United States	Germany	Germany	United Kingdom	Canada	Canada	Canada	Canada	Canada	United States	Canada	Canada																																																																																			
Matagalpa, Nicaragua	271.4025353478619	547.7410465421178	7.192549019607856	1.2394324704897226	85	236.0709544912066	1689.4478824398918	327.8513554942512	133.4042854297872	339.1514274271766	4308.540907209799	65.75074703979699	180.69412894435828	254.37954005773605	533.0661099598639	1767.2680824169533	36.07634056979049	308.83428192036587	220.84864060595783	148.47687659101473	76.12424247972137	90.65187547008422	588.1222505480536	65.45815089582331	84.29029595869162	125.15107769006842	82.9479397642056	165.16599450863464	154.39935992533236	68.55208584994676	77.08875640027038	141.02137590567375	76.1518906209763	55.79759752912652	364.6675526349199	133.38159814921875	89.61071249631627	265.6918929561398	398.0841830360968	89.58918946918733	39.593864548839896	56.127337422824965	104.48455400949172	568.3523407126778	140.22737201714966	55.55727734346114	124.64670986601516	206.58389916495966	90.42570492958829	95.69555915059068	90.40532091770865	115.39611927193268	629.3225598666727	59.16398936084528	16.47927107851553	177.23216790529597	296.96349379302467	71.03856920714863	95.10787841537908	86.12503624800355	139.0442761466298	104.78963796653274	194.60290281682703	101.91513175866703	1883.7091125064023	275.26712004737124	79.6344219660975	209.80921492440999	80.54936456880111	295.86450969414506	92.41808350807248	297.5477831811802	67.64091407562506	106.52565760237897	24.06066338961368	85.38228583557516	365.37943117698813	323.7835740901968	326.1195327960457	183.33098620451054	62.97627740361977	91.7297903482561	61.32280976122451	79.81242956131346	94.76303621418947	76.68604149494011	37.650445186785674	66.63398791313784	308.00478632465433	91.5226879875099																																																																	7.333333333333343	7.333333333333343	7.533333333333342	8.23333333333334	6.900000000000011	5.500000000000016	7.333333333333343	8.000000000000007	7.666666666666675	5.133333333333351	7.500000000000009	6.333333333333346	7.933333333333341	7.366666666666676	7.1333333333333435	7.333333333333343	5.766666666666682	5.7333333333333485	7.866666666666674	7.800000000000008	7.1333333333333435	8.433333333333339	8.266666666666673	8.03333333333334	7.1333333333333435	6.066666666666681	8.100000000000007	8.166666666666673	8.23333333333334	6.300000000000013	7.700000000000008	7.800000000000008	2.8000000000000256	7.233333333333343	8.13333333333334	8.300000000000006	8.466666666666672	7.30000000000001	7.966666666666674	8.666666666666671	7.733333333333341	8.366666666666672	7.666666666666675	8.13333333333334	7.6000000000000085	7.866666666666674	8.000000000000007	3.4000000000000234	7.866666666666674	3.766666666666689	6.500000000000012	7.366666666666676	3.633333333333356	7.866666666666674	5.933333333333348	8.100000000000007	7.500000000000009	7.833333333333341	7.733333333333341	8.700000000000005	4.900000000000018	7.000000000000011	7.000000000000011	7.066666666666677	4.100000000000021	7.30000000000001	7.866666666666674	7.566666666666675	7.766666666666675	7.6000000000000085	8.03333333333334	7.766666666666675	5.666666666666682	5.300000000000017	5.966666666666681	7.733333333333341	7.833333333333341	6.566666666666679	8.066666666666674	6.700000000000012	7.933333333333341	7.466666666666676	8.13333333333334	8.33333333333334	8.166666666666673																																																																	Massachusetts	California	Washington	Washington	Pennsylvania	Louisiana	Connecticut	California	Pennsylvania	Illinois	British Columbia	California	Pennsylvania	Pennsylvania	Pennsylvania	Pennsylvania	Missouri	Massachusetts	California	Aargau	Pennsylvania	Aargau	California	Pennsylvania	Pennsylvania	California	Pennsylvania	Pennsylvania	Pennsylvania	New York	Aargau	Alberta	Florida	Aargau	California	North Carolina	North Carolina	Alberta	Aargau	Alberta	Aargau	Alberta	Aargau	Pennsylvania	Pennsylvania	Pennsylvania	Alberta	Alberta	Pennsylvania	Aargau	Aargau	Aargau	Texas	Alberta	Burgenland	Aargau	Saxony	Aargau	Aargau	New York	Texas	California	California	Aargau	Baden-Württemberg	Pennsylvania	Aargau	Pennsylvania	Aargau	Aargau	Aargau	Aargau	England	England	Aargau	Aargau	Aargau	Ontario	Ontario	Ontario	Ontario	Ontario	Aargau	California	Ontario																																																																	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	Canada	United States	United States	United States	United States	United States	United States	United States	United States	Switzerland	United States	Switzerland	United States	United States	United States	United States	United States	United States	United States	United States	Switzerland	Canada	United States	Switzerland	United States	United States	United States	Canada	Switzerland	Canada	Switzerland	Canada	Switzerland	United States	United States	United States	Canada	Canada	United States	Switzerland	Switzerland	Switzerland	United States	Canada	Austria	Switzerland	Germany	Switzerland	Switzerland	United States	United States	United States	United States	Switzerland	Germany	United States	Switzerland	United States	Switzerland	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland	Switzerland	Switzerland	Canada	Canada	Canada	Canada	Canada	Switzerland	United States	Canada																																																																
Pearland, Texas, United States	269.56396643013164	131.17768691176235	8.054166666666672	0.5681200724025375	8	343.4497492726341	395.4221007091948	130.8154543869494	247.28148396422552	73.35917845112677	192.0247152311403	276.4332873632586	497.7257620625234																																																																																																																																														7.366666666666676	8.566666666666672	7.033333333333344	8.066666666666674	7.833333333333341	8.266666666666673	8.666666666666671	8.633333333333338																																																																																																																																														Washington	California	Florida	California	North Carolina	Alberta	Pennsylvania	Ontario																																																																																																																																														United States	United States	United States	United States	United States	Canada	United States	Canada																																																																																																																																													
Wilmington, North Carolina, United States	269.4119146398028	181.4473046382452	6.542857142857154	2.040674825026411	7	155.26602600530293	269.7971323528815	145.70201039358707	52.12347734512971	409.5060002257444	633.8441993342567	219.64455682171675																																																																																																																																															7.233333333333343	1.6333333333333606	7.333333333333343	7.10000000000001	7.833333333333341	6.733333333333345	7.933333333333341																																																																																																																																															Illinois	Pennsylvania	Florida	Florida	Pennsylvania	Aargau	Alberta																																																																																																																																															United States	United States	United States	United States	United States	Switzerland	Canada																																																																																																																																														
Fort Lauderdale, Florida, United States	269.10003712496064	123.29644142452776	5.380000000000015	2.440091072981582	5	143.81748069376965	343.13506337637705	115.2006383106429	300.590795959815	442.7562072841985																																																																																																																																																	1.6333333333333606	6.933333333333344	3.333333333333357	7.766666666666675	7.233333333333343																																																																																																																																																	Oregon	Oregon	Illinois	Michigan	North Carolina																																																																																																																																																	United States	United States	United States	United States	United States																																																																																																																																																
León de los Aldama, Guanajuato, Mexico	265.259397527214	270.6361152274978	7.768253968253977	0.7450347948606375	21	505.6483364606744	1290.3280409804647	320.8631810404237	223.39812893929334	341.41694469272545	154.19797664039217	87.76660808784641	133.77646016451658	216.2542172716754	25.039067628158303	135.00509533990677	415.3889051492866	207.4703249462367	245.77446262717217	423.3876422655818	475.62668302982	75.96993738611503	104.60710882120802	67.43360879842913	78.15335533809586	42.941262463471496																																																																																																																																	7.566666666666675	6.066666666666681	7.933333333333341	7.733333333333341	8.266666666666673	8.100000000000007	8.500000000000005	8.800000000000004	7.700000000000008	8.400000000000006	8.300000000000006	6.400000000000013	6.533333333333346	8.000000000000007	8.23333333333334	6.500000000000012	8.500000000000005	7.733333333333341	7.733333333333341	8.23333333333334	7.9000000000000075																																																																																																																																	Washington	British Columbia	California	North Carolina	California	Pennsylvania	Pennsylvania	Pennsylvania	Alberta	Pennsylvania	Alberta	Missouri	Missouri	Aargau	California	Indiana	Aargau	Ontario	Ontario	Ontario	Ontario																																																																																																																																	United States	Canada	United States	United States	United States	United States	United States	United States	Canada	United States	Canada	United States	United States	Switzerland	United States	United States	Switzerland	Canada	Canada	Canada	Canada																																																																																																																																
