citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	dists16	dists17	dists18	dists19	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	times16	times17	times18	times19	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	region16	region17	region18	region19	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15	country16	country17	country18	country19
Roebourne, Western Australia, Australia	1206.74530404395	264.52002732438916	7.219047619047629	0.72546802470907	7	1319.9023413290415	1381.98597079984	667.9793503029825	952.9241487326282	1308.4401117867376	1419.0694137417722	1396.9157916146476														6.766666666666678	5.833333333333348	7.733333333333341	6.866666666666678	7.400000000000009	8.066666666666674	7.866666666666674														Victoria	Victoria	North Carolina	Bavaria	Aargau	Aargau	Aargau														Australia	Australia	United States	Germany	Switzerland	Switzerland	Switzerland													
Banjarmasin, Indonesia	1205.6307036572973	297.3270248408951	6.233333333333347	0.033333333333333215	2	1502.9577284981924	908.3036788164022																			6.26666666666668	6.2000000000000135																			Ontario	Victoria																			Canada	Australia																		
Taiping, Malaysia	1194.7777702192627	658.0109140755069	6.450000000000012	1.0340051579497362	4	1606.9415536542297	99.71314577054592	1281.5802408552834	1790.8761405969915																	5.766666666666682	8.066666666666674	6.600000000000012	5.366666666666683																	Victoria	New South Wales	Victoria	Aargau																	Australia	Australia	Australia	Switzerland																
Pasuruan, Jawa Timur, Indonesia	1186.4093431668484	84.25347764156038	5.23333333333335	1.099999999999996	2	1102.155865525288	1270.6628208084087																			6.333333333333346	4.133333333333354																			Victoria	Victoria																			Australia	Australia																		
Karratha, Western Australia, Australia	1181.850713843511	251.47149773136303	7.026666666666676	0.5003998401278704	5	992.7097175803524	1089.3786020595398	871.6899500808865	1494.5647985695532	1460.9105009272223																7.000000000000011	6.800000000000011	6.36666666666668	7.066666666666677	7.9000000000000075																Victoria	Victoria	Aargau	California	Aargau																Australia	Australia	Switzerland	United States	Switzerland															
Ternate, Indonesia	1177.781180080458	0	8.100000000000007	0	1	1177.781180080458																				8.100000000000007																				Victoria																				Australia																			
Ruteng, Nusa Tenggara Timur, Indonesia	1175.867514147867	714.7605835607284	7.655555555555563	0.06849348892187727	3	620.2496459325012	2184.9702511200135	722.3826453910866																		7.666666666666675	7.566666666666675	7.733333333333341																		Victoria	California	North Carolina																		Australia	United States	United States																	
Sungai Penuh, Indonesia	1170.4841941683003	0	7.566666666666675	0	1	1170.4841941683003																				7.566666666666675																				Victoria																				Australia																			
Binjai, Indonesia	1166.5838379357945	789.2226626158108	6.31666666666668	1.1166666666666627	2	377.3611753199837	1955.8065005516053																			7.4333333333333425	5.200000000000017																			Victoria	Victoria																			Australia	Australia																		
Sukabumi, Indonesia	1166.347165404656	955.7154239026805	6.461904761904774	2.6311581475234207	7	405.5760388529478	3368.0062868746886	1290.972291077004	456.5075272519467	1149.761689729025	527.765433697735	965.8408903492435														0.30000000000002547	6.233333333333347	7.866666666666674	7.20000000000001	6.766666666666678	8.600000000000005	8.266666666666673														Victoria	Victoria	California	California	California	California	California														Australia	Australia	United States	United States	United States	United States	United States													
Kuala Lumpur, Malaysia	1163.3465091412274	1388.3449902799357	7.122222222222232	0.619338555972077	6	196.85847270973161	4077.482502104912	1172.8830635994132	163.62564853365774	1268.0622378283476	101.16713007130122															6.966666666666677	7.233333333333343	7.000000000000011	6.566666666666679	8.400000000000006	6.566666666666679															Île-de-France	Queensland	Victoria	Victoria	California	Aargau															France	Australia	Australia	Australia	United States	Switzerland														
Bengkulu, Bengkulu, Indonesia	1156.5728411599662	232.16471701985222	4.9666666666666845	1.7211107524567386	3	1168.2880336048443	1434.8767297359543	866.5537601391002																		2.6333333333333595	5.533333333333349	6.733333333333345																		Michigan	Michigan	California																		United States	United States	United States																	
Surakarta, Jawa Tengah, Indonesia	1153.8944379745371	31.141331985040097	5.700000000000015	0.5666666666666647	2	1122.753105989497	1185.0357699595772																			6.26666666666668	5.133333333333351																			Queensland	Victoria																			Australia	Australia																		
Majene, Sulawesi Barat, Indonesia	1141.563016718746	0	7.566666666666675	0	1	1141.563016718746																				7.566666666666675																				New South Wales																				Australia																			
Pangkalpinang, Kepulauan Bangka Belitung, Indonesia	1136.434254091509	335.77363124291935	3.6333333333333537	2.7718158241418065	3	803.1729102918661	1010.1168850288996	1596.0129669537614																		0.9000000000000253	2.566666666666693	7.4333333333333425																		Michigan	Michigan	New South Wales																		United States	United States	Australia																	
Kuantan, Malaysia	1130.3908475368708	1306.505875744972	6.677777777777789	1.2103973431873731	6	153.90239932682766	3961.452668385337	1044.959501098611	415.0362497660257	288.02906083361097	918.9652058108123															7.033333333333344	6.533333333333346	8.433333333333339	7.366666666666676	4.466666666666686	6.233333333333347															Ontario	California	California	Bavaria	Aargau	Aargau															Canada	United States	United States	Germany	Switzerland	Switzerland														
Singkawang, Indonesia	1126.8491798008981	0	6.000000000000014	0	1	1126.8491798008981																				6.000000000000014																				Ontario																				Canada																			
Poso, Sulawesi Tengah, Indonesia	1125.5325756052546	934.8656136437904	8.050000000000008	0.2833333333333323	2	2060.398189249045	190.66696196146424																			8.33333333333334	7.766666666666675																			Victoria	Aargau																			Australia	Switzerland																		
Kangar, Malaysia	1123.0225106199932	571.1485083895939	6.793333333333345	1.3225228416426893	5	1485.1028814678677	513.0425744281234	1761.6999635067277	360.35373812815504	1494.9133955690922																4.466666666666686	6.36666666666668	8.03333333333334	8.03333333333334	7.066666666666677																Victoria	New York	Victoria	New South Wales	Aargau																Australia	United States	Australia	Australia	Switzerland															
Malang, Jawa Timur, Indonesia	1111.7846044806038	0	8.03333333333334	0	1	1111.7846044806038																				8.03333333333334																				New South Wales																				Australia																			
Pati, Jawa Tengah, Indonesia	1110.3567729263025	387.23027896469074	7.922222222222229	0.10999438818457367	3	1082.746545278248	1597.8170249231623	650.5067485774968																		7.766666666666675	8.000000000000007	8.000000000000007																		New South Wales	California	New South Wales																		Australia	United States	Australia																	
Binjai, Sumatera Utara, Indonesia	1103.45866759722	671.8167148531525	7.883333333333341	0.18333333333333268	2	1775.2753824503725	431.64195274406757																			7.700000000000008	8.066666666666674																			New South Wales	Aargau																			Australia	Switzerland																		
Mount Isa, Queensland, Australia	1098.926526369286	399.79181372322347	6.7600000000000104	0.9350935782048734	5	1209.5560103605421	1144.4552897415147	1514.1210595742914	339.3054028918384	1287.1948692782437																7.333333333333343	6.633333333333345	5.000000000000018	7.233333333333343	7.6000000000000085																New South Wales	North Carolina	New York	Oklahoma	Aargau																Australia	United States	United States	United States	Switzerland															
Palangkaraya, Kalimantan Tengah, Indonesia	1092.0513299709628	96.86710797985131	7.6000000000000085	0.3999999999999986	2	995.1842219911116	1188.9184379508142																			7.20000000000001	8.000000000000007																			Stockholm	New South Wales																			Sweden	Australia																		
Langsa, Aceh, Indonesia	1087.29905338563	0	8.000000000000007	0	1	1087.29905338563																				8.000000000000007																				New South Wales																				Australia																			
Ende, Nusa Tenggara Timur, Indonesia	1086.52305258	604.4416901287734	5.600000000000016	2.5665945155803946	3	1055.0383919956178	1842.0499273576156	362.4808383867666																		7.966666666666674	2.0333333333333616	6.800000000000011																		New South Wales	Victoria	Aargau																		Australia	Australia	Switzerland																	
Mojokerto, Jawa Timur, Indonesia	1082.734903774146	400.9339262197045	7.277777777777788	0.9982701086762722	3	1648.8898731307606	772.7607130609128	826.5541251307643																		5.900000000000015	7.700000000000008	8.23333333333334																		Ontario	Ontario	Västerbotten																		Canada	Canada	Sweden																	
Honiara, Solomon Islands	1073.73228985394	531.3246721206601	6.729166666666679	1.5627110968513038	8	481.7439164662129	180.39862470459911	1030.663259858732	2011.2519663592955	1017.2481142928218	1409.432562836334	1409.426907778164	1049.6929665353614													9.966666666666667	7.10000000000001	5.566666666666682	4.533333333333353	8.066666666666674	6.000000000000014	6.466666666666679	6.133333333333347													New South Wales	California	California	California	Victoria	Aargau	Aargau	Aargau													Australia	United States	United States	United States	Australia	Switzerland	Switzerland	Switzerland												
Padangsidempuan, Indonesia	1069.7738591374116	725.1159618019789	7.4142857142857235	0.8007649404137982	7	853.7139508536136	449.474058943592	390.51781325094487	2284.2303318802087	1957.1801262923427	1197.050433724462	356.2502990167167														8.03333333333334	6.300000000000013	6.433333333333346	8.533333333333339	8.100000000000007	7.500000000000009	7.000000000000011														Île-de-France	Victoria	California	California	California	California	California														France	Australia	United States	United States	United States	United States	United States													
Denpasar, Indonesia	1065.6024275166535	375.03418635351034	8.211111111111117	0.2042752923427797	3	791.2587884415508	1595.8742816192398	809.6742124891703																		8.466666666666672	7.966666666666674	8.200000000000006																		Victoria	Victoria	New South Wales																		Australia	Australia	Australia																	
Waingapu, Nusa Tenggara Timur, Indonesia	1064.0406883206713	143.73552891806554	7.683333333333342	0.31666666666666554	2	1207.7762172387368	920.3051594026057																			7.366666666666676	8.000000000000007																			New South Wales	New South Wales																			Australia	Australia																		
Port-Vila, Vanuatu	1063.4106634026566	1379.8710776826777	6.781481481481492	0.9979127737322762	9	1082.8514268187312	89.76357624889243	1110.4086944533963	4708.209748116475	275.64536427199147	1569.439600429527	337.8695962398763	222.95706211136812	173.55090193365072												6.533333333333346	7.366666666666676	8.300000000000006	6.900000000000011	7.4333333333333425	7.266666666666676	4.633333333333352	5.800000000000015	6.800000000000011												Victoria	Victoria	California	North Carolina	Aargau	Aargau	New York	Oklahoma	Aargau												Australia	Australia	United States	United States	Switzerland	Switzerland	United States	United States	Switzerland											
Townsville, Queensland, Australia	1059.5956620840618	743.5039083689658	7.195238095238104	0.43147166819330496	7	1929.2480660997796	873.8690633521211	2064.61465603982	496.04548028915093	305.2559666472316	1620.1498051071237	127.98659705320487														7.20000000000001	7.933333333333341	6.733333333333345	6.566666666666679	7.066666666666677	7.533333333333342	7.333333333333343														California	New South Wales	California	Victoria	Aargau	North Carolina	Aargau														United States	Australia	United States	Australia	Switzerland	United States	Switzerland													
Port Hedland, Western Australia, Australia	1059.223632476693	458.82381144358425	6.611111111111124	0.9302860306193068	6	1492.5787436177168	1487.2285848250112	278.1447217875487	1460.6408269890103	867.8424809341572	768.906436706714															7.533333333333342	6.400000000000013	5.966666666666681	5.300000000000017	6.400000000000013	8.066666666666674															Île-de-France	Victoria	Victoria	Aargau	North Carolina	North Carolina															France	Australia	Australia	Switzerland	United States	United States														
Cilacap, Indonesia	1050.973376841256	616.9957573259153	6.960000000000011	0.7264525678482592	5	1435.4588591451109	939.0207878389066	22.77112087490827	981.4053410972654	1876.2107752500885																7.966666666666674	7.466666666666676	7.000000000000011	6.466666666666679	5.900000000000015																California	California	California	California	California																United States	United States	United States	United States	United States															
Tebingtinggi, Indonesia	1045.833537744158	647.963832565363	7.650000000000008	0.04999999999999982	2	397.869705178795	1693.797370309521																			7.6000000000000085	7.700000000000008																			Ontario	Victoria																			Canada	Australia																		
Bukittinggi, Indonesia	1044.9473420117238	0	7.833333333333341	0	1	1044.9473420117238																				7.833333333333341																				Victoria																				Australia																			
Pontianak, Indonesia	1044.391438531478	380.60762903735997	7.455555555555565	1.007625248778186	9	880.2383315020573	873.5291536266506	1014.5367384410167	820.6080693256898	940.554143329092	1901.5862222791122	1454.7817794403375	999.0187409788699	514.6697678604755												8.466666666666672	8.000000000000007	8.366666666666672	5.533333333333349	8.03333333333334	7.266666666666676	6.766666666666678	6.233333333333347	8.433333333333339												California	Victoria	Victoria	California	California	California	California	California	California												United States	Australia	Australia	United States	United States	United States	United States	United States	United States											
Rockhampton, Queensland, Australia	1038.0477745100147	662.4409461072262	7.466666666666676	0.5129435749779007	10	175.09474963712614	1612.235299794638	1521.1899238966864	1655.2280865091957	1603.7241230869354	1511.3147158067652	1555.1723655669539	317.52354051670756	135.28759615999576	293.7073441251435											7.700000000000008	7.1333333333333435	6.400000000000013	8.200000000000006	7.800000000000008	7.533333333333342	6.766666666666678	7.766666666666675	7.666666666666675	7.700000000000008											Victoria	California	California	California	California	California	California	New South Wales	Victoria	Aargau											Australia	United States	United States	United States	United States	United States	United States	Australia	Australia	Switzerland										
Kediri, Indonesia	1029.6558376058504	158.93716122478483	8.055555555555562	0.09558139185602885	3	1066.6247755031827	819.1648451993934	1203.1778921149755																		8.166666666666673	8.066666666666674	7.933333333333341																		California	Ontario	New York																		United States	Canada	United States																	
Kulat, Indonesia	1020.6303803951996	265.0875911192557	7.850000000000008	0.4499999999999984	2	1285.7179715144553	755.5427892759438																			8.300000000000006	7.400000000000009																			California	Ontario																			United States	Canada																		
Indramayu, Indonesia	1019.6965116137497	639.3976216345541	7.016666666666678	1.1504829903614837	8	312.1421020107375	715.6885435964737	1067.453568510677	364.94461480378664	397.01450051471636	1447.0779695841325	2051.4690486263353	1801.781745263139													7.700000000000008	5.066666666666684	8.700000000000005	7.533333333333342	6.966666666666677	6.400000000000013	5.700000000000015	8.066666666666674													Île-de-France	Victoria	California	California	California	California	California	California													France	Australia	United States	United States	United States	United States	United States	United States												
Bontang, Indonesia	1016.9942834403445	77.8509968041534	7.866666666666674	0.2333333333333325	2	1094.8452802444979	939.1432866361911																			8.100000000000007	7.633333333333342																			Victoria	Victoria																			Australia	Australia																		
Singkawang, Kalimantan Barat, Indonesia	1012.9484586977684	453.213425318745	6.891666666666677	0.22653795365113566	4	629.943889449924	1711.9844179990243	1116.0150719055528	593.8504554365724																	7.10000000000001	6.633333333333345	6.700000000000012	7.1333333333333435																	New South Wales	North Carolina	Aargau	Aargau																	Australia	United States	Switzerland	Switzerland																
Tanjungpinang, Kepulauan Riau, Indonesia	1009.0197915853945	667.1948944203874	4.444444444444463	2.026186590313293	3	1127.013923124646	139.29368390184342	1760.7517677296942																		6.16666666666668	5.566666666666682	1.6000000000000272																		Victoria	Victoria	Victoria																		Australia	Australia	Australia																	
Pematangsiantar, Sumatera Utara, Indonesia	1004.4105293680223	0	7.400000000000009	0	1	1004.4105293680223																				7.400000000000009																				New York																				United States																			
Bogor, Indonesia	1000.5990745464554	473.5395073012196	7.233333333333344	0.4898979485566339	3	355.751375339737	1479.5096043608598	1166.5362439387693																		7.233333333333343	7.833333333333341	6.633333333333345																		Ontario	Victoria	Victoria																		Canada	Australia	Australia																	
Palu, Sulawesi Tengah, Indonesia	990.0675145858638	168.07939442738626	7.6000000000000085	0.06666666666666643	2	1158.14690901325	821.9881201584775																			7.533333333333342	7.666666666666675																			California	Aargau																			United States	Switzerland																		
Baubau, Sulawesi Tenggara, Indonesia	975.8852411961236	580.0420781498224	7.283333333333343	0.2166666666666659	2	1555.927319345946	395.84316304630136																			7.500000000000009	7.066666666666677																			California	Aargau																			United States	Switzerland																		
Surakarta, Indonesia	973.5330151898949	657.3794070626062	7.700000000000007	0.45297371356976524	3	91.63105485884806	1669.2549248551716	1159.7130658556648																		7.933333333333341	8.100000000000007	7.066666666666677																		Victoria	Victoria	Victoria																		Australia	Australia	Australia																	
Kendari, Sulawesi Tenggara, Indonesia	971.9823748791862	810.2596548794365	7.6833333333333425	0.2291287847477912	4	145.2523143815257	1191.5654967814892	2200.2368135992083	350.8748747545215																	7.733333333333341	7.9000000000000075	7.800000000000008	7.30000000000001																	New South Wales	California	California	Aargau																	Australia	United States	United States	Switzerland																
Sibu, Malaysia	953.8782493725524	977.9151571031704	7.453333333333342	0.6716811412832374	10	1038.5266142441094	205.76514095938134	3685.6356350773885	1097.1725092707877	593.9887968969422	743.5876618494798	69.90814358622602	792.0390361314165	235.00675712355223	1077.1521985862425											7.800000000000008	7.966666666666674	8.03333333333334	6.100000000000014	7.933333333333341	7.566666666666675	7.20000000000001	6.566666666666679	8.300000000000006	7.066666666666677											Île-de-France	Île-de-France	Victoria	California	California	California	California	California	California	Aargau											France	France	Australia	United States	United States	United States	United States	United States	United States	Switzerland										
Muar, Malaysia	945.826102611863	533.0979463952486	7.074074074074085	1.132764320968268	9	420.1117335961978	1615.8247271700582	1232.9881127818292	1265.6796213300404	93.5418798665358	1395.2030678890012	1126.6061910353624	158.42175115656565	1204.0578386811765												8.400000000000006	6.133333333333347	7.700000000000008	5.7333333333333485	6.800000000000011	7.466666666666676	8.600000000000005	5.133333333333351	7.700000000000008												Victoria	Victoria	Victoria	Ontario	Ontario	California	California	Aargau	Aargau												Australia	Australia	Australia	Canada	Canada	United States	United States	Switzerland	Switzerland											
Langsa, Indonesia	928.690496300828	0	8.03333333333334	0	1	928.690496300828																				8.03333333333334																				California																				United States																			
Tanjungpandan, Indonesia	927.1013176546841	0	8.23333333333334	0	1	927.1013176546841																				8.23333333333334																				California																				United States																			
Tarakan, Kalimantan Utara, Indonesia	923.5601502825074	425.8675246558522	5.250000000000017	0.9166666666666634	2	1349.4276749383596	497.6926256266552																			4.3333333333333535	6.16666666666668																			Michigan	Michigan																			United States	United States																		
Christchurch, New Zealand	922.9329768221835	1430.8577376421981	7.559259259259268	0.2783450996749018	9	226.29979557485524	776.8058257141897	39.491370976961356	725.1872479668151	160.19404617217123	517.9178539762989	236.2934175406231	4903.12587710944	721.0813563682966												7.700000000000008	7.933333333333341	7.966666666666674	7.466666666666676	7.633333333333342	7.400000000000009	7.000000000000011	7.500000000000009	7.4333333333333425												Île-de-France	Victoria	Victoria	California	California	California	Ontario	Ontario	Aargau												France	Australia	Australia	United States	United States	United States	Canada	Canada	Switzerland											
Vanimo, Papua New Guinea	919.5006297797368	884.1267780401419	7.441666666666675	0.884079873214076	8	397.19311729953273	508.4070390714477	2736.8715998141465	2108.972444691389	296.2115576495794	392.6373634325385	486.5960303655308	429.1158859137307													7.30000000000001	7.700000000000008	6.100000000000014	7.700000000000008	8.533333333333339	6.26666666666668	7.20000000000001	8.733333333333338													California	Victoria	Ontario	Ontario	California	Aargau	Aargau	California													United States	Australia	Canada	Canada	United States	Switzerland	Switzerland	United States												
Goulburn, New South Wales, Australia	902.3830381731631	500.1282848295262	7.066666666666677	1.1666666666666625	2	1402.5113230026893	402.2547533436369																			5.900000000000015	8.23333333333334																			North Carolina	Aargau																			United States	Switzerland																		
Sampit, Indonesia	895.1425809192458	689.2955943296652	7.400000000000009	0.7666666666666639	2	1584.438175248911	205.84698658958072																			6.633333333333345	8.166666666666673																			Victoria	New South Wales																			Australia	Australia																		
Tweed Heads, New South Wales, Australia	893.615686379531	661.6235326510304	6.711111111111123	1.0133674458195834	3	905.755470261977	77.2939708230143	1697.7976180536018																		7.20000000000001	7.633333333333342	5.300000000000017																		Victoria	New South Wales	Victoria																		Australia	Australia	Australia																	
Sibolga, Sumatera Utara, Indonesia	885.5881977263635	0	7.633333333333342	0	1	885.5881977263635																				7.633333333333342																				Aargau																				Switzerland																			
Pinrang, Indonesia	879.6441660023588	258.79337663604053	7.966666666666673	0.3474776838024852	3	993.4668506098923	521.4948529220385	1123.9707944751458																		7.500000000000009	8.33333333333334	8.066666666666674																		Victoria	Île-de-France	Victoria																		Australia	France	Australia																	
Madiun, Indonesia	873.5598354930855	68.56589336335719	7.816666666666674	0.2166666666666659	2	942.1257288564427	804.9939421297283																			7.6000000000000085	8.03333333333334																			Victoria	New South Wales																			Australia	Australia																		
Majene, Indonesia	866.5470245853027	0	6.966666666666677	0	1	866.5470245853027																				6.966666666666677																				Victoria																				Australia																			
Kavieng, Papua New Guinea	864.4115552343773	158.14432700061607	8.388888888888895	0.10304020550550745	3	1050.8235861874234	878.2212315076487	664.1898480080594																		8.533333333333339	8.33333333333334	8.300000000000006																		New South Wales	California	Aargau																		Australia	United States	Switzerland																	
Hervey Bay, Queensland, Australia	851.1500735249624	586.0762558675759	5.95555555555557	0.9941805981452203	3	1679.4303351396943	463.3143663419248	410.7055190932685																		5.900000000000015	7.20000000000001	4.766666666666685																		Ontario	Victoria	Victoria																		Canada	Australia	Australia																	
Balikpapan, Indonesia	844.6807465872131	53.74653014874525	7.966666666666674	0.36666666666666536	2	790.9342164384678	898.4272767359583																			8.33333333333334	7.6000000000000085																			Île-de-France	Victoria																			France	Australia																		
Yogyakarta, Yogyakarta, Indonesia	841.890195978126	714.9513465590113	5.633333333333349	0.7999999999999972	2	1556.8415425371372	126.93884941911476																			4.833333333333352	6.433333333333346																			Victoria	Aargau																			Australia	Switzerland																		
Palembang, Indonesia	835.183301044442	171.98085090845285	7.816666666666674	0.04999999999999982	2	663.2024501359892	1007.1641519528949																			7.866666666666674	7.766666666666675																			California	Île-de-France																			United States	France																		
Banyuwangi, Indonesia	823.9331518291524	0	6.966666666666677	0	1	823.9331518291524																				6.966666666666677																				Victoria																				Australia																			
Parepare, Indonesia	823.4212423343545	0	7.400000000000009	0	1	823.4212423343545																				7.400000000000009																				New York																				United States																			
Broken Hill, New South Wales, Australia	815.6991347957362	31.080120513807117	6.433333333333346	1.0333333333333297	2	784.619014281929	846.7792553095433																			7.466666666666676	5.400000000000016																			Massachusetts	Massachusetts																			United States	United States																		
Alice Springs, Northern Territory, Australia	811.1376055042384	455.7899216626776	7.0545454545454644	0.7835780052797057	11	1330.1563347731435	661.977104230374	1224.7593329144743	48.005815559422906	1266.4451278899521	1315.0609670151766	1270.2458819523156	472.55609849452344	319.5171291179742	622.2794686279093	391.51039997135973										6.700000000000012	7.333333333333343	7.966666666666674	7.766666666666675	6.733333333333345	7.000000000000011	7.733333333333341	5.933333333333348	7.333333333333343	5.366666666666683	7.733333333333341										Ontario	Victoria	California	New South Wales	California	England	California	Aargau	Victoria	Aargau	Aargau										Canada	Australia	United States	Australia	United States	United Kingdom	United States	Switzerland	Australia	Switzerland	Switzerland									
Daru, Papua New Guinea	806.0264023183587	666.1922456575843	7.733333333333342	0.5782049702781173	9	969.2132900672362	562.8813567437232	379.4653124784242	2621.8621991376185	778.7236947619042	595.272054986684	430.0279240933656	481.99533362315157	434.7964549731204												7.000000000000011	7.700000000000008	8.000000000000007	8.100000000000007	6.500000000000012	7.800000000000008	7.833333333333341	8.400000000000006	8.266666666666673												California	California	California	Pennsylvania	Victoria	Victoria	Victoria	Aargau	Aargau												United States	United States	United States	United States	Australia	Australia	Australia	Switzerland	Switzerland											
Pukekohe East, New Zealand	804.6146146142537	157.6227066092872	5.316666666666683	2.116666666666659	2	962.2373212235409	646.9919080049665																			3.200000000000024	7.4333333333333425																			Ontario	New York																			Canada	United States																		
Lahad Datu, Malaysia	802.9229831732307	496.07320395504826	7.650000000000008	0.38693955887479525	4	519.5694851729005	1658.1309443279551	584.7300470550696	449.26145613699805																	7.066666666666677	8.000000000000007	8.000000000000007	7.533333333333342																	Victoria	New South Wales	New South Wales	Aargau																	Australia	Australia	Australia	Switzerland																
Albury, New South Wales, Australia	796.6414649260162	1189.8750668293471	7.071428571428582	0.8527134227897967	7	110.41292682108813	3687.3181612976427	519.5924551318293	379.37868877197883	121.50368466198435	259.9561204673774	498.3282173302133														6.766666666666678	5.566666666666682	6.566666666666679	8.300000000000006	6.933333333333344	7.366666666666676	8.000000000000007														Victoria	New South Wales	California	California	Victoria	Aargau	Aargau														Australia	Australia	United States	United States	Australia	Switzerland	Switzerland													
Alotau, Papua New Guinea	794.5382945628676	128.2125391101409	7.7555555555555635	0.4794544224531409	3	615.1698188485053	907.1985028573075	861.24656198279																		8.23333333333334	7.10000000000001	7.933333333333341																		Île-de-France	Victoria	Aargau																		France	Australia	Switzerland																	
Bontang, Kalimantan Timur, Indonesia	792.2821947626891	298.5766915951135	7.011111111111123	0.9623787401569956	3	1017.9541885977873	370.3731085204725	988.5192871698074																		5.666666666666682	7.866666666666674	7.500000000000009																		Victoria	North Carolina	Aargau																		Australia	United States	Switzerland																	
Cukai, Malaysia	787.7726590914621	465.2668159479078	6.472222222222235	1.4587433286104232	6	260.5586418081255	1177.1047905501657	127.56429217194678	896.0267473649616	829.5619491910281	1435.819533462544															7.966666666666674	3.500000000000023	5.933333333333348	7.333333333333343	7.066666666666677	7.033333333333344															Victoria	Victoria	Victoria	North Carolina	Aargau	Aargau															Australia	Australia	Australia	United States	Switzerland	Switzerland														
Pematangsiantar, Indonesia	769.8834299851139	0	7.966666666666674	0	1	769.8834299851139																				7.966666666666674																				Île-de-France																				France																			
Cirebon, Jawa Barat, Indonesia	768.3952089912937	0	7.733333333333341	0	1	768.3952089912937																				7.733333333333341																				California																				United States																			
Bintulu, Malaysia	767.6589696944587	520.5011724679192	7.0066666666666775	0.7605261336732592	5	58.93405558226781	1176.5013938300258	1179.7233483041398	1216.085012633261	207.05103812259946																6.16666666666668	8.266666666666673	6.26666666666668	7.166666666666677	7.166666666666677																Victoria	New South Wales	Victoria	North Carolina	Aargau																Australia	Australia	Australia	United States	Switzerland															
Albany, Western Australia, Australia	758.5841770575734	935.7133021203208	7.242424242424252	0.41465353898417606	11	298.2426864063389	317.49625297086016	2615.41804248316	228.77382327762032	1442.6630010231988	175.7370367145399	2571.4176053507394	288.84286268905777	145.7245172992899	41.290964981287544	218.8191544372141										6.600000000000012	7.333333333333343	7.500000000000009	6.500000000000012	7.1333333333333435	7.9000000000000075	7.6000000000000085	7.6000000000000085	7.000000000000011	7.033333333333344	7.466666666666676										Victoria	Victoria	New South Wales	California	California	California	New South Wales	Victoria	Victoria	Victoria	Aargau										Australia	Australia	Australia	United States	United States	United States	Australia	Australia	Australia	Australia	Switzerland									
Whangarei, New Zealand	757.0345175429997	195.22553784013726	7.111111111111121	1.0840026422454205	3	900.7593553735418	481.0229027429674	889.3212945124895																		6.800000000000011	5.966666666666681	8.566666666666672																		Île-de-France	Victoria	California																		France	Australia	United States																	
Sawahlunto, Sumatera Barat, Indonesia	756.1480987569838	531.3358993045503	7.933333333333341	0.5663397749944272	3	1441.029575767843	145.97656510420708	681.4381553989012																		7.1333333333333435	8.366666666666672	8.300000000000006																		New South Wales	New South Wales	California																		Australia	Australia	United States																	
Makassar, Indonesia	748.3153560037434	0	7.333333333333343	0	1	748.3153560037434																				7.333333333333343																				Victoria																				Australia																			
Jember, Indonesia	746.3637494030761	636.2335505105068	7.400000000000009	0.36666666666666536	2	110.13019889256933	1382.597299913583																			7.766666666666675	7.033333333333344																			Île-de-France	Victoria																			France	Australia																		
Kota Bharu, Malaysia	746.3449643268713	427.71436434369076	7.286666666666676	0.43184359308537573	5	332.543181900247	390.3280231352122	1244.7518862826714	1289.1603509726958	474.9413793435302																7.6000000000000085	6.600000000000012	7.866666666666674	7.1333333333333435	7.233333333333343																Île-de-France	Ontario	New South Wales	Aargau	Aargau																France	Canada	Australia	Switzerland	Switzerland															
Palembang, Sumatera Selatan, Indonesia	732.7573319971917	517.8609326456324	6.400000000000013	1.381022165724435	4	347.732923364331	1242.4423326284575	1243.544412951499	97.30965904447943																	7.466666666666676	6.900000000000011	4.0333333333333545	7.20000000000001																	Michigan	Michigan	Victoria	California																	United States	United States	Australia	United States																
Alor Setar, Malaysia	728.9377450598352	632.8679035854907	6.9333333333333425	0.6473879139365425	5	1565.248435224716	1426.399495984764	350.4314166221642	95.83615590845503	206.77322155907666																7.6000000000000085	6.26666666666668	6.300000000000013	6.700000000000012	7.800000000000008																Victoria	Victoria	Victoria	Aargau	Aargau																Australia	Australia	Australia	Switzerland	Switzerland															
Mackay, Queensland, Australia	725.9733226241804	608.8397594650788	6.26666666666668	1.100908715561827	5	155.2871401397267	426.95165770154557	368.8370984070299	1867.7007236692486	811.0899932033508																5.966666666666681	5.866666666666681	4.666666666666686	6.866666666666678	7.966666666666674																Victoria	Aargau	California	North Carolina	Aargau																Australia	Switzerland	United States	United States	Switzerland															
