citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	dists16	dists17	dists18	dists19	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	times16	times17	times18	times19	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	region16	region17	region18	region19	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15	country16	country17	country18	country19
Traralgon, Victoria, Australia	92.52159119238759	32.134795970911284	7.5166666666666755	0.6873863542433736	4	138.70302317728547	85.77386962971369	48.56824197870427	97.04122998384692																	7.166666666666677	6.566666666666679	8.066666666666674	8.266666666666673																	Stockholm	California	California	Aargau																	Sweden	United States	United States	Switzerland																
Trincomalee, Sri Lanka	92.51844630305965	0	5.766666666666682	0	1	92.51844630305965																				5.766666666666682																				Victoria																				Australia																			
Devonport, Tasmania, Australia	90.7144094999695	58.382135391197096	7.47037037037038	0.644912558805299	9	131.19449828707437	41.487759842059276	186.99792862726272	118.40481875383195	47.39752836744491	7.624357968288145	57.6959203512016	59.288560807123645	166.33831249543903												7.800000000000008	7.566666666666675	7.733333333333341	8.23333333333334	6.333333333333346	6.566666666666679	6.966666666666677	8.100000000000007	7.933333333333341												Victoria	Île-de-France	Victoria	Aargau	Victoria	Victoria	Victoria	Aargau	Aargau												Australia	France	Australia	Switzerland	Australia	Australia	Australia	Switzerland	Switzerland											
Praya, Indonesia	88.90652559886406	0	8.066666666666674	0	1	88.90652559886406																				8.066666666666674																				California																				United States																			
Launceston, Tasmania, Australia	84.35560789675819	29.808522442978095	7.980952380952388	0.18331787195161992	7	52.59009694594474	145.0931389540953	56.964507275559065	66.35820792283232	105.18560169964385	80.74640410168148	83.55129837755054														8.000000000000007	7.733333333333341	8.266666666666673	7.933333333333341	8.100000000000007	7.733333333333341	8.100000000000007														Île-de-France	New South Wales	New South Wales	New South Wales	Aargau	North Carolina	Aargau														France	Australia	Australia	Australia	Switzerland	United States	Switzerland													
Singleton, New South Wales, Australia	83.92212871461476	0	7.033333333333344	0	1	83.92212871461476																				7.033333333333344																				Aargau																				Switzerland																			
Taree, New South Wales, Australia	83.87630555291202	2.5584693654518915	7.666666666666675	0.3999999999999986	2	86.43477491836391	81.31783618746013																			8.066666666666674	7.266666666666676																			California	Aargau																			United States	Switzerland																		
Kandy, Sri Lanka	80.41925277479874	0	8.166666666666673	0	1	80.41925277479874																				8.166666666666673																				California																				United States																			
Badulla, Sri Lanka	62.35549489847986	18.382995466310362	7.950000000000007	0.18333333333333268	2	80.73849036479022	43.9724994321695																			7.766666666666675	8.13333333333334																			New York	New South Wales																			United States	Australia																		
Richmond, New South Wales, Australia	56.45185713133487	14.197589611661833	5.716666666666682	0.9166666666666634	2	70.6494467429967	42.254267519673036																			6.633333333333345	4.8000000000000185																			California	New South Wales																			United States	Australia																		
Banda Aceh, Aceh, Indonesia	48.671560962594405	0	7.033333333333344	0	1	48.671560962594405																				7.033333333333344																				Aargau																				Switzerland																			
Blitar, Jawa Timur, Indonesia	36.87980808182638	0	0.8000000000000254	0	1	36.87980808182638																				0.8000000000000254																				California																				United States																			
Pasuruan, Indonesia	28.443750119561678	0	7.066666666666677	0	1	28.443750119561678																				7.066666666666677																				Victoria																				Australia																			
